# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=lin_step_full run=LOG-106.TXT
1471.636969,0.2500,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
1471.657177,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.677281,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.697520,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.717718,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.737871,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.758111,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.778341,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.798573,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.818858,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.839109,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.859276,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.879511,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.899751,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.920035,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.940206,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.960412,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1471.980679,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.000864,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.021130,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.041366,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.061662,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.081933,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.102208,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.122381,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.142613,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.162811,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.183049,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.203294,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.223608,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.243865,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.264073,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.284301,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.304539,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.324793,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.344963,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.365270,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.385513,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.405607,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.425846,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.446085,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.466277,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.486525,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.506754,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.527068,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.547234,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.567472,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.587566,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.607768,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.627949,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.648130,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.668311,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.688547,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.708634,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.728878,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.749099,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.769394,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.789488,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.809722,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.829829,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.850031,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.870268,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.890511,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.910741,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.931048,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.951334,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
1472.971417,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2441,0.0020,-1.0000,-1.0000
