# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.140 accel_g_per_lsb=0.000488
845683559,0,0,-4,-2,7,29,-2053
845684553,0,4,-3,-5,10,30,-2057
845685553,0,2,-4,-6,7,31,-2049
845686553,0,-1,-1,0,7,38,-2054
845687553,0,3,-6,-4,10,34,-2050
845688553,0,3,-2,-5,8,39,-2054
845689553,0,-2,-2,-3,4,36,-2050
845690553,0,2,-6,-4,18,33,-2049
845691553,0,2,-2,-4,9,40,-2049
845692553,0,3,-4,-5,5,40,-2044
845693553,0,3,1,-6,6,43,-2042
845694553,0,3,-3,-4,3,35,-2041
845695553,0,3,-1,-4,9,29,-2046
845696553,0,6,0,-5,11,34,-2045
845697553,0,4,-2,-5,21,38,-2046
845698553,0,-2,-3,-4,17,37,-2040
845699553,0,2,-1,-3,16,34,-2046
845700553,0,3,-4,-1,16,44,-2042
845701553,0,1,-2,-4,19,32,-2040
845702553,0,4,-5,-3,14,32,-2046
845703553,0,0,-4,-4,16,35,-2045
845704553,0,4,2,-3,12,26,-2040
845705553,0,5,-2,-2,10,28,-2047
845706553,0,1,-4,-4,7,27,-2045
845707553,0,4,-1,-3,18,32,-2047
845708553,0,2,-3,-6,16,27,-2048
845709553,0,1,0,-2,13,29,-2051
845710553,0,1,1,-1,10,23,-2054
845711553,0,1,-1,-4,6,23,-2046
845712553,0,3,0,-1,6,25,-2042
845713553,0,6,-4,-6,4,29,-2043
845714553,0,2,-2,-2,9,24,-2054
845715553,0,5,-5,-4,15,28,-2048
845716557,0,5,-5,-4,9,29,-2052
845717565,0,5,-7,-3,22,24,-2045
845718553,0,-1,-3,-3,19,26,-2044
845719553,0,1,0,-6,15,24,-2047
845720553,0,0,-2,-1,17,25,-2056
845721553,0,-1,-1,-3,6,32,-2046
845722553,0,4,-5,-5,11,30,-2043
845723553,0,0,-2,0,16,26,-2049
845724553,0,3,-3,-5,21,34,-2053
845725553,0,1,-3,-2,24,29,-2052
845726553,0,2,-3,-4,13,30,-2049
845727553,0,0,-3,-2,20,33,-2047
845728553,0,0,-2,-4,11,28,-2050
845729553,0,3,-3,-5,12,35,-2045
845730553,0,1,0,1,15,35,-2045
845731553,0,0,-4,-5,9,34,-2040
845732553,0,5,-8,-7,10,33,-2042
845733553,0,3,-2,-3,17,35,-2044
845734553,0,3,-4,-1,3,37,-2045
845735553,0,-2,-3,-2,11,40,-2043
845736553,0,0,0,-6,10,38,-2047
845737553,0,4,-1,-2,11,34,-2044
845738553,0,1,-3,-1,10,30,-2051
845739553,0,-2,-1,-2,10,34,-2046
845740553,0,4,-2,-3,14,32,-2042
845741553,0,5,-1,-2,12,33,-2050
845742553,0,2,-3,-5,9,31,-2056
845743553,0,5,-6,-7,23,37,-2046
845744553,0,1,-4,-8,16,32,-2051
845745553,0,4,3,1,12,30,-2049
845746553,0,1,-5,-5,22,27,-2049
845747553,0,1,-4,-1,16,28,-2052
845748553,0,0,-2,-3,14,30,-2051
845749553,0,3,-2,-4,19,25,-2050
845750553,0,-2,-2,-2,19,24,-2050
845751553,0,2,-3,-4,15,27,-2043
845752553,0,1,1,-4,26,31,-2045
845753553,0,4,-4,-3,15,30,-2047
845754553,0,3,-3,-3,19,27,-2043
845755553,0,1,-6,-4,13,22,-2050
845756553,0,6,-2,-6,14,26,-2049
845757553,0,1,0,-3,11,26,-2044
845758553,0,0,0,-1,11,26,-2041
845759553,0,6,-1,-6,8,31,-2045
845760553,0,3,-1,-3,12,28,-2047
845761553,0,2,-3,-4,12,32,-2050
845762553,0,2,-2,-1,16,32,-2051
845763553,0,-1,2,-3,12,25,-2052
845764553,0,4,-3,-5,7,28,-2043
845765553,0,1,-1,-7,18,24,-2050
845766553,0,4,0,-6,10,33,-2043
845767553,0,2,-1,-1,8,29,-2050
845768553,0,1,-2,-1,11,33,-2048
845769553,0,-1,-2,-3,7,35,-2049
845770553,0,3,-6,-4,12,34,-2048
845771553,0,1,0,0,13,32,-2053
845772553,0,4,-3,-6,5,33,-2046
845773553,0,0,-1,-6,14,32,-2044
845774553,0,1,-2,-4,3,33,-2046
845775553,0,-1,-1,-4,17,30,-2041
845776553,0,1,-4,-4,11,32,-2049
845777553,0,3,-1,-1,6,35,-2042
845778553,0,4,-3,-2,6,36,-2039
845779553,0,1,-1,-4,14,31,-2043
845780553,0,2,-5,-2,6,29,-2051
845781553,0,4,-2,-4,14,33,-2044
845782553,0,0,0,-3,9,32,-2051
845783553,0,4,-3,-5,18,28,-2044
845784553,0,4,0,-4,17,28,-2046
845785553,0,2,0,-1,14,21,-2053
845786553,0,0,-2,0,10,21,-2045
845787553,0,1,-1,-4,19,33,-2045
845788553,0,3,-3,0,17,29,-2048
845789553,0,4,-4,-4,8,21,-2043
845790553,0,2,1,-5,18,30,-2048
845791553,0,2,-3,-2,11,31,-2045
845792553,0,2,-2,0,10,34,-2040
845793553,0,3,-3,-3,12,23,-2041
845794553,0,0,-5,-7,8,30,-2054
845795553,0,0,0,0,9,24,-2052
845796553,0,2,2,-4,12,30,-2047
845797553,0,4,-2,-5,7,30,-2047
845798553,0,0,-2,-4,16,37,-2045
845799553,0,4,-2,-4,14,21,-2051
845800553,0,-1,-1,0,17,28,-2048
845801553,0,4,-4,-3,16,25,-2042
845802553,0,7,0,-1,9,24,-2046
845803553,0,1,1,-2,6,23,-2043
845804553,0,4,-3,-7,14,29,-2042
845805553,0,0,-1,-3,18,32,-2044
845806553,0,0,-3,-7,15,39,-2049
845807553,0,0,0,-6,14,35,-2049
845808553,0,0,1,-5,7,33,-2048
845809553,0,4,-4,0,16,36,-2050
845810553,0,7,-2,-4,13,30,-2047
845811553,0,2,-1,-2,18,29,-2045
845812553,0,4,-2,-3,8,30,-2041
845813553,0,2,1,-4,15,41,-2042
845814553,0,2,-3,-3,15,31,-2049
845815553,0,3,-4,-2,10,36,-2036
845816553,0,0,0,0,17,40,-2045
845817553,0,7,-4,-4,12,26,-2047
845818553,0,2,-1,-2,9,32,-2051
845819553,0,2,-2,-2,18,33,-2044
845820553,0,3,-4,-6,11,26,-2043
845821553,0,3,-1,-2,11,35,-2041
845822553,0,4,0,-4,8,34,-2046
845823553,0,1,-3,-6,13,33,-2040
845824553,0,-3,-1,-7,4,28,-2047
845825553,0,1,-4,-1,8,35,-2043
845826553,0,3,-5,-4,15,33,-2056
845827553,0,0,0,-5,7,33,-2048
845828553,0,1,-5,-8,7,28,-2046
845829553,0,-1,0,-3,12,26,-2044
845830553,0,0,-2,-5,7,31,-2047
845831553,0,0,-3,-5,7,30,-2040
845832553,0,3,-1,-2,15,33,-2046
845833553,0,2,-2,0,18,31,-2044
845834553,0,4,-4,-5,11,25,-2040
845835553,0,0,-4,-4,18,28,-2049
845836553,0,2,0,-4,15,23,-2043
845837553,0,3,0,-3,14,28,-2042
845838553,0,2,-3,-4,2,25,-2045
845839553,0,1,-4,-5,2,30,-2046
845840553,0,0,-1,-4,12,29,-2043
845841553,0,2,-1,-4,2,24,-2045
845842553,0,0,-4,-3,16,31,-2047
845843553,0,3,-1,-5,6,33,-2053
845844553,0,-1,-2,-3,13,28,-2048
845845553,0,3,-3,-6,9,33,-2040
845846553,0,-1,-1,-1,8,27,-2035
845847553,0,1,-4,-3,10,25,-2051
845848553,0,5,-3,-6,6,35,-2048
845849553,0,3,-3,-5,16,30,-2040
845850553,0,2,-1,-6,10,39,-2047
845851553,0,2,-2,-4,14,37,-2048
845852553,0,0,0,-4,12,33,-2048
845853553,0,0,-3,-2,15,29,-2043
845854553,0,2,-3,-9,13,34,-2043
845855553,0,-3,-4,-4,15,31,-2049
845856553,0,4,-4,-2,11,32,-2042
845857553,0,5,-3,-5,15,30,-2036
845858553,0,3,-2,-4,13,34,-2044
845859553,0,3,2,-9,14,32,-2043
