# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.140 accel_g_per_lsb=0.000488
845860553,0,3,-6,-7,8,36,-2045
845861553,0,5,-3,-3,12,30,-2054
845862553,0,2,-3,-2,10,30,-2038
845863553,0,3,1,-5,15,28,-2047
845864553,0,3,-1,-3,13,34,-2046
845865553,0,2,-1,-2,3,24,-2046
845866553,0,0,-2,0,15,29,-2046
845867553,0,1,-3,-1,4,26,-2046
845868553,0,1,0,-2,16,35,-2049
845869553,0,0,1,-3,17,30,-2041
845870553,0,2,0,-5,14,30,-2044
845871553,0,1,-1,-5,16,33,-2046
845872553,0,2,-3,-7,10,27,-2041
845873553,0,2,0,-3,17,28,-2040
845874553,0,3,-2,-3,17,22,-2041
845875553,0,3,0,-1,12,26,-2045
845876553,0,0,0,0,14,25,-2044
845877553,0,5,0,-7,14,27,-2047
845878553,0,-2,3,-4,16,31,-2048
845879553,0,0,-1,-3,10,27,-2051
845880553,0,1,-2,-3,16,27,-2056
845881553,0,0,-2,-5,16,31,-2048
845882553,0,0,-2,-3,17,28,-2052
845883553,0,2,-3,-6,10,30,-2042
845884553,0,3,-3,-6,17,28,-2044
845885553,0,-2,0,-3,9,29,-2049
845886553,0,-3,-1,-6,8,30,-2043
845887553,0,1,-2,-1,2,28,-2045
845888553,0,2,-2,-3,9,29,-2048
845889553,0,2,0,-4,10,23,-2042
845890553,0,-1,-2,-4,10,37,-2044
845891553,0,0,-1,-1,21,35,-2046
845892553,0,3,-4,-2,16,22,-2047
845893553,0,1,-1,-5,11,30,-2050
845894553,0,0,-2,-3,10,34,-2051
845895553,0,-1,-1,-5,13,33,-2045
845896553,0,0,-5,-8,16,38,-2044
845897553,0,0,0,1,11,33,-2049
845898553,0,6,-4,-1,16,28,-2045
845899553,0,2,-1,0,14,28,-2054
845900553,0,2,0,-4,12,29,-2049
845901553,0,6,-6,-3,8,32,-2045
845902553,0,-2,1,-2,10,28,-2043
845903553,0,0,-2,-6,11,35,-2047
845904553,0,3,-5,-3,14,34,-2046
845905553,0,3,2,-5,14,29,-2046
845906553,0,3,-3,-5,16,31,-2048
845907553,0,1,-1,-4,13,36,-2050
845908553,0,-1,-1,-2,16,33,-2051
845909553,0,4,-5,-3,13,28,-2045
845910553,0,0,-1,-4,9,28,-2044
845911553,0,1,-5,-3,10,35,-2048
845912553,0,3,-1,-4,11,27,-2044
845913553,0,-1,-2,-3,10,27,-2045
845914553,0,5,-4,-4,21,24,-2051
845915553,0,4,-3,-7,11,34,-2044
845916553,0,0,-3,-3,16,34,-2039
845917553,0,5,-4,-4,15,26,-2047
845918553,0,6,-5,-4,17,36,-2051
845919553,0,1,2,-3,17,33,-2044
845920553,0,4,-3,-4,15,33,-2045
845921553,0,0,-1,-3,12,20,-2037
845922553,0,1,-5,-5,13,34,-2039
845923553,0,0,0,-1,6,37,-2047
845924553,0,2,-3,-7,14,29,-2048
845925553,0,0,-2,-5,19,26,-2042
845926553,0,1,0,-2,15,30,-2046
845927553,0,0,2,-2,17,40,-2046
845928553,0,-1,-4,-7,17,37,-2042
845929553,0,2,-2,-4,10,29,-2054
845930553,0,0,-4,-4,8,29,-2042
845931553,0,3,-2,-5,11,28,-2037
845932553,0,4,-2,-6,17,33,-2040
845933553,0,2,-4,-4,9,32,-2046
845934553,0,2,-4,-3,18,31,-2052
845935553,0,1,2,-4,15,29,-2040
845936553,0,4,0,-8,12,36,-2044
845937553,0,-1,-1,-2,17,34,-2044
845938553,0,0,-4,-5,19,28,-2054
845939553,0,5,-3,-7,7,26,-2041
845940553,0,4,-4,-2,8,32,-2044
845941553,0,3,1,-3,10,35,-2040
845942553,0,3,-4,-5,18,28,-2040
845943553,0,5,-3,-4,8,38,-2045
845944553,0,4,-4,-2,14,28,-2046
845945553,0,4,-2,-3,13,29,-2043
845946553,0,2,-2,-1,14,32,-2047
845947553,0,4,-3,-5,12,36,-2046
845948553,0,5,-4,-6,5,26,-2050
845949553,0,3,-2,-2,11,31,-2047
845950553,0,2,-3,-5,20,25,-2053
845951553,0,1,0,-2,11,32,-2049
845952553,0,0,0,-3,6,28,-2046
845953553,0,-2,1,-2,14,31,-2042
845954553,0,1,-1,-2,13,36,-2044
845955553,0,2,1,-5,10,32,-2045
845956553,0,2,-4,-4,15,32,-2050
845957553,0,4,-5,-4,14,27,-2043
845958553,0,1,-1,-4,11,30,-2043
845959553,0,2,-5,-4,13,32,-2049
845960553,0,3,1,-2,10,28,-2041
845961553,0,1,4,-2,16,27,-2043
845962553,0,4,-4,-6,18,29,-2044
845963553,0,2,-1,-3,23,33,-2050
845964553,0,0,0,-5,16,27,-2053
845965553,0,2,-5,-4,8,33,-2054
845966553,0,-1,-6,-5,20,23,-2046
845967553,0,0,0,-4,4,30,-2047
845968553,0,1,-4,-5,15,32,-2053
845969553,0,1,2,-1,17,33,-2045
845970553,0,2,-4,-4,13,30,-2046
845971553,0,3,-4,-5,14,34,-2043
845972553,0,2,0,-1,11,34,-2047
845973553,0,2,-3,-2,10,30,-2049
845974553,0,0,0,-1,10,34,-2054
845975553,0,2,-3,1,11,29,-2053
845976553,0,3,-4,-3,8,29,-2052
845977553,0,2,-1,-4,15,30,-2050
845978553,0,1,-3,1,9,30,-2046
845979553,0,0,-4,1,8,39,-2048
845980553,0,0,-3,-4,12,31,-2045
845981553,0,5,-1,-4,13,25,-2049
845982553,0,2,-5,-2,13,30,-2050
845983553,0,3,1,-6,12,26,-2044
845984553,0,6,-7,-7,7,28,-2050
845985553,0,6,-3,-5,5,31,-2041
845986553,0,2,-2,-5,16,30,-2046
845987553,0,2,-1,-5,15,35,-2048
845988553,0,4,-1,-3,17,27,-2048
845989553,0,3,-2,-1,16,36,-2042
845990553,0,2,-4,-5,5,25,-2044
845991553,0,-3,-1,0,8,30,-2052
845992553,0,4,-6,-7,20,33,-2046
845993553,0,6,-2,-3,11,31,-2048
845994553,0,3,-4,-5,4,26,-2045
845995553,0,0,-2,-1,14,29,-2045
845996553,0,-1,-1,-3,12,32,-2043
845997553,0,3,0,-1,7,33,-2053
845998553,0,3,-3,-4,10,30,-2053
845999553,0,1,-3,1,15,32,-2052
846000553,0,1,-4,-2,16,29,-2043
846001553,0,4,-2,-2,19,36,-2041
846002553,0,3,-3,-6,21,25,-2042
846003553,0,4,-3,-6,14,36,-2048
846004553,0,2,-3,-2,13,34,-2045
846005553,0,2,-1,-3,16,27,-2053
846006553,0,2,-4,-3,17,24,-2053
846007553,0,-2,2,-2,9,24,-2049
846008553,0,0,-4,-4,7,30,-2053
846009553,0,-1,-2,-6,11,28,-2051
846010553,0,2,-3,-2,17,26,-2050
846011553,0,2,1,-6,10,29,-2043
846012553,0,1,1,-4,8,29,-2043
846013553,0,0,-2,-5,11,39,-2053
846014553,0,4,2,-5,11,26,-2049
846015553,0,0,-2,-1,9,31,-2044
846016553,0,2,-3,-2,12,26,-2050
846017553,0,0,-2,-3,6,23,-2047
846018553,0,0,-2,-5,14,24,-2044
846019553,0,0,-1,-3,12,24,-2041
846020553,0,0,2,-6,11,29,-2054
846021553,0,4,-1,-3,12,28,-2046
846022553,0,3,-4,-4,15,32,-2048
846023553,0,1,-2,-2,4,36,-2046
846024553,0,0,-2,-5,17,31,-2044
846025553,0,0,-3,-3,8,26,-2048
846026553,0,1,-2,-2,7,38,-2043
846027553,0,3,-3,-4,16,29,-2049
846028553,0,0,-1,-3,9,29,-2042
846029553,0,5,-2,-4,14,31,-2045
846030553,0,3,-3,-1,13,26,-2046
846031553,0,-1,-5,-1,13,29,-2042
846032553,0,4,-4,-2,15,31,-2056
846033553,0,3,-2,-4,16,38,-2053
846034553,0,5,-4,-1,8,36,-2045
846035553,0,4,-1,-2,11,33,-2042
846036553,0,0,-1,-3,17,31,-2046
846037553,0,3,-3,-7,13,29,-2045
846038553,0,0,-3,-5,15,30,-2038
846039553,0,2,0,-6,13,34,-2048
846040553,0,-1,-3,-5,14,29,-2047
846041553,0,0,-3,-6,12,34,-2044
846042553,0,2,1,-4,19,34,-2038
846043553,0,2,1,-5,16,29,-2045
846044553,0,1,-3,-6,15,32,-2046
846045553,0,2,-4,-4,11,30,-2040
846046553,0,3,-1,-8,18,26,-2045
846047553,0,1,0,-4,9,29,-2049
846048553,0,4,-6,-4,14,31,-2059
846049553,0,0,-2,-2,14,27,-2051
846050553,0,-2,-5,-2,8,35,-2052
846051553,0,2,-2,-6,6,31,-2051
846052553,0,6,-3,-10,10,30,-2042
846053553,0,6,-4,-3,17,27,-2048
846054553,0,4,-6,-3,11,28,-2046
846055553,0,0,-1,-1,6,30,-2053
846056553,0,1,-4,-2,12,31,-2047
846057553,0,2,0,-1,5,36,-2043
846058553,0,1,-1,-2,9,35,-2042
846059553,0,2,-1,-4,12,31,-2048
846060553,0,2,-2,-6,22,26,-2043
846061553,0,3,-2,-7,12,30,-2048
846062553,0,-2,-2,-4,22,27,-2042
846063553,0,1,-2,-6,10,24,-2046
846064553,0,5,-4,-7,12,31,-2048
846065553,0,0,0,0,12,35,-2040
846066553,0,1,-6,-4,7,30,-2047
846067553,0,3,-6,-4,9,29,-2048
846068553,0,2,-1,-2,15,25,-2045
846069553,0,3,-4,-4,10,29,-2051
846070553,0,3,-2,0,14,28,-2053
846071553,0,1,-1,-4,16,34,-2046
846072553,0,3,-3,-9,7,27,-2048
846073553,0,5,-2,-3,11,31,-2043
846074553,0,2,-2,-4,21,33,-2049
846075553,0,5,-5,-5,20,39,-2049
846076553,0,1,-5,-3,22,31,-2047
846077553,0,5,-3,-3,12,30,-2052
846078553,0,-2,-1,-3,12,38,-2045
846079553,0,-1,0,-5,10,35,-2046
846080553,0,4,-3,-3,10,34,-2041
846081553,0,0,-1,-5,12,34,-2040
846082553,0,1,0,-4,3,33,-2050
846083553,0,5,-1,-7,8,34,-2052
846084553,0,0,-1,-3,11,30,-2047
846085553,0,1,-1,-3,12,34,-2052
846086553,0,2,-4,1,19,24,-2044
846087553,0,0,0,0,7,32,-2047
846088553,0,3,-1,-5,8,28,-2042
846089553,0,0,-2,-3,12,31,-2050
846090553,0,5,-6,-4,20,28,-2044
846091553,0,3,-5,-4,14,28,-2051
846092553,0,4,1,-3,14,29,-2049
846093553,0,1,1,-2,12,34,-2040
846094553,0,7,-3,-1,13,34,-2041
846095553,0,3,-3,-2,8,30,-2047
846096553,0,6,-1,-5,14,32,-2045
846097553,0,2,1,-4,13,32,-2043
846098553,0,-1,0,-4,9,31,-2051
846099553,0,3,-5,-6,21,22,-2046
846100553,0,6,-5,-5,5,29,-2042
846101553,0,-1,2,-2,14,31,-2045
846102553,0,0,0,-3,9,32,-2043
846103553,0,-1,1,-5,15,33,-2038
846104553,0,0,-2,-3,8,33,-2045
846105553,0,1,-1,-3,3,31,-2047
846106553,0,2,0,-4,10,31,-2044
846107553,0,4,-4,-7,7,31,-2050
846108553,0,8,-2,-7,13,35,-2052
846109553,0,6,-5,-6,17,36,-2044
846110553,0,2,-2,-2,11,22,-2049
846111553,0,-3,2,0,9,30,-2048
846112553,0,-1,-2,0,11,32,-2044
846113553,0,4,-2,-5,7,31,-2046
846114553,0,4,0,-5,19,32,-2042
846115553,0,1,-6,-7,14,30,-2039
846116553,0,1,-2,-5,11,27,-2042
846117553,0,2,-2,-4,17,25,-2038
846118553,0,0,-5,-5,14,24,-2043
846119553,0,2,-3,-5,10,35,-2046
846120553,0,3,0,-3,15,25,-2044
846121553,0,0,-5,-4,11,31,-2043
846122553,0,2,3,-3,7,27,-2049
846123553,0,5,-5,-9,12,32,-2049
846124553,0,1,0,-6,8,28,-2043
846125553,0,0,-3,-3,11,23,-2041
846126553,0,5,-7,-6,11,30,-2045
846127553,0,2,-1,-6,18,20,-2048
846128553,0,6,-5,-7,5,24,-2047
846129553,0,4,0,-3,11,29,-2048
846130553,0,4,-2,-6,12,33,-2044
846131553,0,5,-2,-7,13,29,-2045
846132553,0,5,-5,-2,15,28,-2041
846133553,0,2,2,2,15,40,-2048
846134553,0,-1,-3,-2,24,24,-2044
846135553,0,1,-2,-4,14,29,-2049
846136553,0,2,-1,-5,8,20,-2041
846137553,0,3,-1,0,7,33,-2047
846138553,0,6,-6,-7,14,34,-2048
846139553,0,3,0,-6,18,28,-2051
846140553,0,-1,1,-3,16,28,-2046
846141553,0,-1,-7,-5,12,33,-2049
846142553,0,3,1,-4,15,29,-2048
846143553,0,2,1,-4,13,30,-2042
846144553,0,6,-2,-3,11,34,-2041
846145553,0,1,-4,-3,11,37,-2047
846146553,0,1,-3,-4,17,30,-2047
846147553,0,3,-4,-3,14,27,-2049
846148553,0,0,-4,-3,6,30,-2045
846149553,0,2,0,-6,17,32,-2054
846150553,0,5,-2,-4,12,31,-2043
846151553,0,0,-3,-2,15,34,-2044
846152553,0,3,0,-5,15,27,-2041
846153553,0,3,-4,-3,15,33,-2047
846154553,0,3,-2,-7,13,25,-2044
846155553,0,2,-1,-4,16,28,-2055
846156553,0,2,-3,-3,6,36,-2056
846157553,0,2,-1,-5,14,29,-2052
846158553,0,3,-5,-4,18,34,-2047
846159553,0,2,0,-3,12,31,-2038
846160553,0,4,-2,-3,16,27,-2042
846161553,0,5,-2,-2,13,35,-2040
846162553,0,3,-5,-3,10,32,-2048
846163553,0,1,-2,-3,16,33,-2047
846164553,0,3,-2,-1,13,33,-2047
846165553,0,3,1,-4,8,28,-2050
846166553,0,4,-4,-5,18,31,-2044
846167553,0,3,-1,-4,14,35,-2042
846168553,0,0,0,-6,8,29,-2041
846169553,0,2,-1,-6,10,32,-2044
846170553,0,0,0,-2,4,37,-2048
846171553,0,2,-4,-5,14,36,-2049
846172553,0,1,-6,-4,14,34,-2039
846173553,0,-1,-1,0,15,31,-2044
846174553,0,3,-3,-7,15,28,-2046
846175553,0,2,-4,-6,10,27,-2044
846176553,0,5,-4,-6,14,28,-2044
846177553,0,3,-3,-2,9,20,-2044
846178553,0,1,2,-1,8,33,-2042
846179553,0,4,-4,-6,12,32,-2046
846180553,0,4,-5,-5,6,38,-2045
846181553,0,3,-3,-5,3,28,-2045
846182553,0,0,-2,-1,10,30,-2051
846183553,0,4,-2,-6,18,26,-2054
846184553,0,1,-3,-3,13,26,-2054
846185553,0,1,-2,-6,12,27,-2048
846186553,0,1,1,-4,17,37,-2051
846187553,0,3,-3,-3,12,27,-2045
846188553,0,1,0,-1,11,26,-2052
846189553,0,3,-3,0,15,35,-2040
846190553,0,3,-4,-3,19,30,-2046
846191553,0,2,-2,-2,7,34,-2043
846192553,0,1,-2,-1,13,28,-2055
846193553,0,0,-1,-5,9,28,-2049
846194553,0,2,-1,-1,9,23,-2050
846195553,0,1,-3,-2,19,31,-2046
846196553,0,1,-4,-7,10,28,-2046
846197553,0,2,-2,-4,11,31,-2042
846198553,0,2,0,-3,13,32,-2045
846199553,0,3,-3,-2,9,27,-2048
846200553,0,-1,-2,-3,19,27,-2050
846201553,0,2,-7,-4,6,29,-2047
846202553,0,-2,0,-6,13,37,-2041
846203553,0,5,-8,-6,8,35,-2046
846204553,0,3,-2,-4,11,29,-2050
846205553,0,-1,-1,-3,4,28,-2046
846206553,0,-1,-2,-4,12,31,-2040
846207553,0,0,-3,-4,13,30,-2040
846208553,0,4,-2,-8,12,31,-2047
846209553,0,0,-3,-1,11,29,-2048
846210553,0,-2,-3,-3,15,34,-2047
846211553,0,2,0,-5,10,35,-2047
846212553,0,-1,-3,-5,15,30,-2047
846213553,0,1,0,-4,17,26,-2040
846214553,0,4,-1,-7,9,31,-2046
846215553,0,1,-4,-7,20,21,-2044
846216553,0,1,1,2,25,29,-2047
846217553,0,3,-6,-2,20,31,-2049
846218553,0,2,-6,-4,15,32,-2043
846219553,0,0,-4,-2,9,37,-2036
846220553,0,1,-1,-6,13,35,-2049
846221553,0,-1,0,-1,13,27,-2040
846222553,0,-1,-2,2,13,30,-2039
846223553,0,0,-2,-1,9,25,-2039
846224553,0,2,2,-5,17,33,-2036
846225553,0,4,-3,-3,3,28,-2044
846226553,0,1,-2,-3,15,30,-2040
846227553,0,1,-2,-5,17,35,-2052
846228553,0,2,-5,-3,12,37,-2051
846229553,0,0,-1,-3,16,33,-2051
846230553,0,4,-6,-2,13,27,-2052
846231553,0,4,-2,-4,12,29,-2049
846232553,0,4,-3,-5,15,34,-2047
846233553,0,2,-2,-5,19,24,-2055
846234553,0,2,-6,-3,12,35,-2048
846235553,0,2,-4,-7,8,28,-2047
846236553,0,3,-4,-3,17,29,-2037
846237553,0,4,0,-7,8,28,-2045
846238553,0,4,-2,-3,12,36,-2049
846239553,0,0,1,-4,8,28,-2058
846240553,0,2,-3,-3,13,36,-2046
846241553,0,3,-4,-3,12,30,-2056
846242553,0,2,-3,-5,5,25,-2047
846243553,0,3,-1,0,12,31,-2044
846244553,0,5,-4,-3,11,28,-2055
846245553,0,-3,3,-3,16,28,-2044
846246553,0,2,-2,-2,20,37,-2054
846247553,0,0,-1,-2,13,32,-2049
846248553,0,3,0,-4,8,27,-2044
846249553,0,0,-2,-3,11,32,-2050
846250553,0,5,-4,-5,13,27,-2044
846251553,0,2,-2,-5,12,29,-2048
846252553,0,4,-5,-3,12,25,-2052
846253553,0,0,-3,-2,14,33,-2046
846254553,0,-1,-1,-4,14,31,-2044
846255553,0,-1,-3,-4,22,28,-2048
846256553,0,0,-3,-3,6,23,-2049
846257553,0,1,-4,-4,9,29,-2048
846258553,0,1,-1,-2,9,24,-2045
846259553,0,1,-2,-3,7,37,-2041
846260553,0,3,-1,-3,12,24,-2048
846261553,0,1,-3,-3,9,30,-2043
846262553,0,1,-4,-1,16,30,-2038
846263553,0,0,-1,-1,17,35,-2045
846264553,0,1,-1,-2,15,28,-2057
846265553,0,3,-5,-9,12,32,-2048
846266553,0,0,0,-1,11,34,-2050
846267553,0,2,-2,-4,11,31,-2042
846268553,0,3,-3,-4,11,29,-2043
846269553,0,1,-2,0,11,33,-2045
846270553,0,5,-2,-6,14,33,-2045
846271553,0,5,-2,-4,10,34,-2052
846272553,0,1,-1,-2,8,33,-2047
846273553,0,1,-4,-6,14,34,-2040
846274553,0,5,-1,-6,14,34,-2038
846275553,0,0,0,-3,17,34,-2036
846276553,0,2,-3,-5,12,30,-2042
846277553,0,-1,1,-3,6,35,-2045
846278553,0,4,-4,-4,7,25,-2040
846279553,0,4,-3,-4,14,29,-2041
846280553,0,5,1,-3,9,31,-2040
846281553,0,7,-4,-5,11,19,-2046
846282553,0,1,-4,-3,17,28,-2044
846283553,0,4,-4,-5,16,31,-2043
846284553,0,3,-2,-1,12,27,-2044
846285553,0,3,-2,-4,12,36,-2046
846286553,0,3,-4,-6,6,32,-2043
846287553,0,6,-5,-3,10,33,-2049
846288553,0,1,-2,-3,14,34,-2053
846289553,0,0,0,-3,14,29,-2044
846290553,0,0,0,-3,9,31,-2048
846291553,0,-1,0,-5,5,31,-2043
846292553,0,4,-3,-4,3,37,-2046
846293553,0,0,-2,-2,11,32,-2048
846294553,0,0,-2,-3,12,31,-2045
846295553,0,3,-5,-5,8,27,-2047
846296553,0,-2,-1,-2,18,30,-2043
846297553,0,0,-5,-6,1,27,-2044
846298553,0,2,0,-5,9,33,-2044
846299553,0,2,-4,-5,12,29,-2043
846300553,0,0,-2,-4,12,30,-2041
846301553,0,-2,1,-2,11,25,-2043
846302553,0,6,-2,-2,17,26,-2042
846303553,0,2,-4,-5,7,36,-2044
846304553,0,3,0,-6,8,32,-2047
846305553,0,3,0,-7,16,25,-2042
846306553,0,-1,2,1,6,31,-2055
846307553,0,-1,-3,-5,14,31,-2050
846308553,0,1,-5,-3,10,37,-2043
846309553,0,5,-4,-5,15,29,-2047
846310553,0,4,-2,-4,10,33,-2055
846311553,0,3,-2,-4,15,36,-2048
846312553,0,0,0,-3,9,34,-2043
