# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=lin_step_full run=LOG-115.TXT
# meas_linear/meas_angular re-derived from the channels with read_invert_a=false read_invert_b=true
5482.324908,0.2500,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5482.345142,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.365421,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.385653,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.405871,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.426161,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.446387,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.466488,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.486679,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.506917,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.527200,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.547459,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.567569,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.587859,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.608113,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.628230,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.648496,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.668598,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.688701,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.708880,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.729164,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.749445,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.769665,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.789917,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.810135,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.830404,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.850639,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.870744,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.890983,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.911199,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.931299,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.951520,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.971702,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5482.991923,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.012123,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.032398,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.052643,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.072862,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.093150,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.113255,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.133360,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.153643,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.173862,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.194101,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.214270,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.234451,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.254629,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.274886,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.295107,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.315223,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.335523,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.355745,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.375978,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.396229,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.416434,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.436733,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.456966,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.477272,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.497521,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.517759,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.537945,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.558145,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.578348,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.598611,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.618872,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.639131,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.659376,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.679611,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.699820,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.720068,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.740304,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.760594,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.780818,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.800997,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.821233,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.841469,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.861716,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.881944,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.902185,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.922429,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.942636,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.962834,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5483.983061,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.003293,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.023503,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.043796,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.064063,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.084326,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.104608,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.124779,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.144962,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.165191,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.185401,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.205670,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.225906,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.246154,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.266443,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.286689,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.306979,0.2500,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.327260,0.0000,0.0000,0.0000,0.2422,-0.2461,0.2442,0.0020,-1.0000,-1.0000
5484.347495,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.367734,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.387917,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.408156,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.428368,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.448601,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.468846,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.489064,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.509319,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.529572,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.549866,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.570092,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.590334,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.610574,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.630795,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.650988,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.671168,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.691357,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.711596,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.731716,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.751931,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.772142,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.792374,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.812606,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.832837,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.853141,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.873334,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.893592,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.913824,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.933951,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.954170,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
5484.974409,0.0000,0.0000,0.0000,-0.0020,-0.0020,0.0000,0.0020,-1.0000,-1.0000
