# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.140 accel_g_per_lsb=0.000488
4298761229,0,-1,2,-2,-27,17,-2051
4298762229,0,1,-2,-2,-26,24,-2041
4298763229,0,3,-5,-4,-34,21,-2042
4298764229,0,3,-4,-6,-37,30,-2047
4298765229,0,3,0,0,-28,21,-2049
4298766229,0,2,-6,-2,-27,23,-2044
4298767229,0,2,-4,-7,-33,23,-2045
4298768229,0,2,-1,-3,-41,22,-2040
4298769229,0,1,-3,-6,-40,22,-2034
4298770229,0,2,-2,-4,-31,23,-2036
4298771229,0,0,-1,-2,-33,24,-2040
4298772229,0,3,1,-1,-24,24,-2045
4298773229,0,-1,-6,-4,-22,22,-2034
4298774229,0,1,0,-5,-26,25,-2034
4298775229,0,2,-2,-4,-34,23,-2040
4298776229,0,5,-3,-3,-34,21,-2039
4298777229,0,1,2,-1,-24,25,-2042
4298778229,0,2,0,0,-30,19,-2046
4298779229,0,1,-1,0,-33,19,-2039
4298780229,0,3,1,-2,-26,22,-2043
4298781229,0,2,-1,-1,-31,9,-2047
4298782229,0,2,-2,1,-25,20,-2044
4298783229,0,1,-1,-3,-32,20,-2049
4298784229,0,5,-4,-4,-35,27,-2039
4298785229,0,2,1,-1,-33,19,-2043
4298786229,0,0,-2,-6,-29,16,-2054
4298787229,0,2,-1,-5,-37,17,-2043
4298788229,0,1,-4,-1,-42,28,-2051
4298789229,0,2,-3,-2,-38,25,-2053
4298790229,0,2,-2,-4,-34,9,-2044
4298791229,0,3,-2,-4,-33,14,-2042
4298792229,0,2,-2,2,-37,12,-2041
4298793229,0,3,1,0,-24,15,-2047
4298794229,0,1,0,0,-26,16,-2048
4298795229,0,3,-3,-3,-30,16,-2050
4298796229,0,3,-2,-2,-32,16,-2048
4298797229,0,1,-3,-2,-26,15,-2042
4298798229,0,-1,-6,-6,-31,16,-2050
4298799229,0,-2,1,-2,-24,14,-2043
4298800229,0,6,-1,-4,-36,12,-2048
4298801229,0,1,-4,-4,-21,13,-2045
4298802229,0,2,-2,-5,-27,13,-2054
4298803229,0,5,-3,1,-30,15,-2051
4298804229,0,-1,0,-1,-32,24,-2049
4298805229,0,3,-3,-4,-35,19,-2047
4298806229,0,3,-2,-3,-28,17,-2045
4298807229,0,0,-3,-2,-32,17,-2042
4298808229,0,1,-3,-4,-34,18,-2047
4298809229,0,2,-2,-3,-38,19,-2045
4298810229,0,2,-4,-6,-33,29,-2048
4298811229,0,9,-4,-4,-32,21,-2039
4298812229,0,1,-1,-4,-31,28,-2040
4298813229,0,5,-2,-3,-37,24,-2042
4298814229,0,0,-1,-1,-41,21,-2041
4298815229,0,3,-3,-8,-34,22,-2047
4298816229,0,3,-2,-3,-35,17,-2040
4298817229,0,1,-3,-4,-34,23,-2052
4298818229,0,2,-1,-2,-34,19,-2043
4298819229,0,4,0,-6,-25,20,-2040
4298820229,0,2,-2,-7,-32,25,-2048
4298821229,0,6,0,-4,-29,17,-2053
4298822229,0,0,-3,-6,-29,17,-2050
4298823229,0,1,-3,-5,-28,17,-2042
4298824229,0,3,-3,-5,-35,14,-2047
4298825229,0,4,-4,-2,-32,24,-2048
4298826229,0,1,-5,-4,-31,21,-2043
4298827229,0,4,-4,-6,-30,20,-2042
4298828229,0,2,-2,-3,-35,20,-2037
4298829229,0,1,-1,-2,-32,21,-2048
4298830229,0,3,-1,-3,-32,17,-2043
4298831229,0,2,-1,-1,-37,13,-2048
4298832229,0,2,-3,-3,-36,19,-2038
4298833229,0,0,0,-2,-34,19,-2042
4298834229,0,3,0,-6,-33,23,-2045
4298835229,0,0,-4,-1,-36,24,-2041
4298836229,0,0,-3,-3,-27,13,-2046
4298837229,0,3,-4,0,-31,21,-2039
4298838229,0,-2,-1,-5,-30,18,-2049
4298839229,0,1,1,-3,-37,14,-2045
4298840229,0,1,1,-2,-35,25,-2042
4298841229,0,0,2,-2,-28,13,-2046
4298842229,0,3,-5,-3,-36,13,-2046
4298843229,0,0,-4,-2,-37,17,-2047
4298844229,0,0,-1,-3,-26,11,-2043
4298845229,0,0,-1,-3,-34,18,-2048
4298846229,0,1,-4,-1,-37,17,-2045
4298847229,0,0,-1,-6,-34,27,-2041
4298848229,0,3,-2,-4,-30,20,-2040
4298849229,0,0,-3,-2,-28,20,-2043
4298850229,0,1,0,-5,-30,15,-2048
4298851229,0,1,-2,-2,-28,18,-2042
4298852229,0,-5,3,-1,-24,21,-2053
4298853229,0,-1,-2,1,-29,19,-2045
4298854229,0,2,-5,-2,-30,19,-2046
4298855229,0,4,-3,-3,-24,27,-2043
4298856229,0,3,-1,-2,-36,21,-2046
4298857229,0,4,-2,-2,-32,13,-2050
4298858229,0,1,-2,0,-35,13,-2044
4298859229,0,1,-1,-4,-39,28,-2041
4298860229,0,3,-1,-2,-33,26,-2044
4298861229,0,3,1,-5,-35,29,-2052
4298862229,0,4,-1,-6,-36,24,-2050
4298863229,0,2,-4,-3,-37,21,-2046
4298864229,0,1,3,-1,-38,11,-2048
4298865229,0,2,-3,-5,-29,14,-2043
4298866229,0,1,-5,-4,-36,16,-2045
4298867229,0,4,-5,-6,-34,12,-2048
4298868229,0,2,-1,-4,-28,16,-2039
4298869229,0,-1,-1,-5,-28,10,-2045
4298870229,0,5,-1,0,-31,21,-2041
4298871229,0,-1,1,-4,-32,15,-2047
4298872229,0,3,1,-5,-29,12,-2045
4298873229,0,1,0,-6,-24,16,-2046
4298874229,0,-1,0,-1,-29,16,-2044
4298875229,0,0,-6,-3,-28,21,-2048
4298876229,0,3,-2,-2,-29,15,-2052
4298877229,0,2,-4,-4,-34,22,-2049
4298878229,0,0,-7,-4,-35,18,-2043
4298879229,0,-3,2,-4,-35,23,-2052
4298880229,0,3,-6,-5,-32,17,-2043
4298881229,0,0,-3,-5,-34,21,-2047
4298882229,0,4,0,-6,-34,17,-2045
4298883229,0,0,-3,-1,-35,26,-2046
4298884229,0,1,0,-2,-34,22,-2049
4298885229,0,3,2,-6,-39,22,-2046
4298886229,0,4,-2,-4,-29,14,-2046
4298887229,0,4,-3,-6,-35,16,-2042
4298888229,0,-1,-1,1,-29,25,-2042
4298889229,0,-3,2,-2,-32,17,-2039
4298890229,0,4,-3,-4,-35,14,-2042
4298891229,0,5,-5,-5,-26,21,-2051
4298892229,0,3,-5,-5,-31,17,-2045
4298893229,0,3,4,-1,-43,18,-2042
4298894229,0,3,-4,-4,-27,15,-2053
4298895229,0,2,-3,-3,-30,10,-2040
4298896229,0,2,-2,-4,-36,18,-2048
4298897229,0,7,-1,-3,-32,19,-2047
4298898229,0,2,-6,-3,-28,20,-2045
4298899229,0,0,-3,-5,-28,22,-2044
4298900229,0,0,-3,-6,-23,18,-2048
4298901229,0,3,-3,1,-37,17,-2043
4298902229,0,6,-1,-3,-30,22,-2043
4298903229,0,4,-3,-3,-25,20,-2048
4298904229,0,3,2,-7,-33,15,-2041
4298905229,0,0,-1,0,-31,25,-2038
4298906229,0,5,1,-7,-28,17,-2045
4298907229,0,0,-4,-4,-25,22,-2040
4298908229,0,1,-3,-4,-36,22,-2047
4298909229,0,1,-1,-2,-37,15,-2040
4298910229,0,2,-2,-3,-36,16,-2035
4298911229,0,2,-3,0,-27,19,-2040
4298912229,0,2,-1,0,-31,19,-2046
4298913229,0,-2,-2,-1,-32,15,-2032
4298914229,0,1,-2,0,-35,18,-2045
4298915229,0,5,-5,-3,-29,12,-2055
4298916229,0,-1,-1,-5,-28,14,-2047
4298917229,0,3,1,-2,-37,23,-2043
4298918229,0,7,-6,-8,-40,18,-2048
4298919229,0,5,-5,-4,-35,18,-2037
4298920229,0,3,-1,-3,-33,22,-2046
4298921229,0,-1,-2,1,-29,13,-2047
4298922229,0,2,-1,-2,-32,13,-2047
4298923229,0,2,-2,-4,-32,24,-2041
4298924229,0,-1,0,-2,-28,16,-2051
4298925229,0,3,-3,-4,-21,24,-2047
4298926229,0,2,-6,-5,-32,16,-2047
4298927229,0,-1,-1,-3,-25,17,-2044
4298928229,0,2,-3,-5,-34,18,-2048
4298929229,0,3,0,-3,-33,23,-2043
4298930229,0,4,0,-4,-33,22,-2051
4298931229,0,-1,-2,-2,-35,28,-2044
4298932229,0,4,-4,-3,-30,23,-2043
4298933229,0,5,-7,-5,-26,30,-2056
4298934229,0,1,1,-1,-32,17,-2050
4298935229,0,5,-3,-4,-31,15,-2040
4298936229,0,0,-3,-4,-37,22,-2040
4298937229,0,2,-3,-4,-27,16,-2045
4298938229,0,-1,-2,-3,-33,11,-2042
4298939229,0,2,-4,0,-31,24,-2053
4298940229,0,1,0,-1,-36,21,-2044
4298941229,0,2,-4,0,-36,18,-2039
4298942229,0,3,-3,-2,-33,16,-2053
4298943229,0,1,-2,-4,-27,21,-2045
4298944229,0,3,-5,-5,-32,19,-2043
4298945229,0,3,-2,-4,-32,18,-2044
4298946229,0,2,-1,-3,-35,21,-2047
4298947229,0,2,-2,-5,-35,18,-2047
4298948229,0,4,-2,-5,-30,23,-2053
4298949229,0,1,-1,-1,-17,21,-2044
4298950229,0,0,-4,-2,-27,18,-2053
4298951229,0,0,-2,-3,-32,12,-2054
4298952229,0,2,-4,-6,-34,16,-2056
4298953229,0,3,-2,-3,-34,19,-2047
4298954229,0,-2,0,-2,-32,25,-2042
4298955229,0,2,-4,-4,-30,20,-2043
4298956229,0,3,-5,-9,-29,25,-2041
4298957229,0,0,-3,1,-29,25,-2046
4298958229,0,3,-6,-4,-24,18,-2049
4298959229,0,5,-2,-5,-36,22,-2047
4298960229,0,3,-4,0,-35,20,-2038
4298961229,0,-1,2,-1,-32,17,-2038
4298962229,0,2,0,-4,-30,25,-2045
4298963229,0,6,-4,-4,-28,18,-2043
4298964229,0,2,-1,-2,-23,25,-2045
4298965229,0,0,0,-5,-36,21,-2043
4298966229,0,0,-3,-5,-29,25,-2043
4298967229,0,3,-2,-4,-29,22,-2050
4298968229,0,2,-7,-6,-39,15,-2038
4298969229,0,4,-2,-4,-38,10,-2048
4298970229,0,-2,-1,-4,-29,15,-2050
4298971229,0,2,-3,-4,-30,19,-2048
4298972229,0,4,-3,-6,-34,19,-2047
4298973229,0,1,-3,-5,-27,19,-2040
4298974229,0,3,-2,-2,-28,24,-2038
4298975229,0,1,-3,-3,-29,18,-2047
4298976229,0,2,-2,-1,-34,20,-2049
4298977229,0,2,0,-2,-31,21,-2040
4298978229,0,-1,-1,1,-31,23,-2047
4298979229,0,3,-6,-7,-34,29,-2044
4298980229,0,1,-3,-5,-32,20,-2049
4298981229,0,-3,0,-3,-24,16,-2048
4298982229,0,1,-4,-4,-32,16,-2046
4298983229,0,2,1,-1,-32,13,-2044
4298984229,0,2,-2,-5,-25,26,-2054
4298985229,0,3,-1,-4,-30,25,-2049
4298986229,0,-1,-1,-2,-28,31,-2038
4298987229,0,4,-2,-1,-26,26,-2050
4298988229,0,4,-2,-3,-37,16,-2045
4298989229,0,2,-2,-4,-35,18,-2043
4298990229,0,1,-4,-3,-38,16,-2041
4298991229,0,3,-3,-4,-31,24,-2045
4298992229,0,1,-2,-2,-29,26,-2045
4298993229,0,4,0,-6,-34,20,-2052
4298994229,0,5,0,-6,-36,22,-2045
4298995229,0,3,-4,-6,-36,17,-2041
4298996229,0,2,-2,-4,-35,16,-2041
4298997229,0,4,-4,-7,-30,28,-2038
4298998229,0,4,-3,-3,-34,20,-2050
4298999229,0,2,0,0,-38,19,-2039
4299000229,0,0,-2,0,-32,19,-2047
4299001229,0,3,-4,-1,-28,18,-2048
4299002229,0,-2,2,-3,-33,24,-2051
4299003229,0,2,-6,-4,-35,17,-2041
4299004229,0,3,-5,-1,-34,15,-2048
4299005229,0,-1,-3,-1,-31,15,-2044
4299006229,0,0,1,1,-30,23,-2040
4299007229,0,4,-3,-8,-24,23,-2050
4299008229,0,1,2,-3,-35,22,-2048
4299009229,0,1,0,-3,-30,25,-2050
4299010229,0,1,3,-2,-38,19,-2038
4299011229,0,3,-6,-6,-21,25,-2041
4299012229,0,1,-4,-1,-32,22,-2043
4299013229,0,1,2,2,-26,19,-2044
4299014229,0,4,-2,-5,-39,24,-2036
4299015229,0,4,-4,-3,-37,9,-2046
4299016229,0,1,-2,-5,-32,23,-2045
4299017229,0,3,-4,-8,-36,21,-2048
4299018229,0,2,-5,-7,-29,18,-2041
4299019229,0,5,-3,-3,-31,25,-2050
4299020229,0,7,-3,-4,-30,14,-2050
4299021229,0,2,0,-4,-32,21,-2049
4299022229,0,1,-6,-4,-31,19,-2040
4299023229,0,0,-2,-2,-31,16,-2041
4299024229,0,1,-1,-3,-34,24,-2045
4299025229,0,2,-1,-6,-31,20,-2050
4299026229,0,0,0,-2,-37,19,-2034
4299027229,0,2,-1,-3,-27,23,-2041
4299028229,0,1,-2,-4,-37,17,-2047
4299029229,0,6,-1,-3,-33,17,-2039
4299030229,0,0,-1,-3,-34,16,-2049
4299031229,0,-2,1,-2,-33,24,-2040
4299032229,0,5,1,-4,-31,23,-2044
4299033229,0,2,-1,-4,-33,14,-2057
4299034229,0,-1,1,-2,-30,18,-2042
4299035229,0,3,-4,-5,-35,17,-2040
4299036229,0,3,-6,-5,-36,23,-2049
4299037229,0,3,-2,-4,-30,24,-2049
4299038229,0,2,-4,-4,-33,23,-2049
4299039229,0,3,1,-3,-33,22,-2051
4299040229,0,4,-4,-3,-32,22,-2045
4299041229,0,2,-1,-1,-26,19,-2045
4299042229,0,-1,1,-1,-29,14,-2045
4299043229,0,3,1,-4,-26,20,-2047
4299044229,0,-1,1,-3,-36,19,-2043
4299045229,0,2,-2,1,-27,17,-2049
4299046229,0,3,-1,0,-34,22,-2044
4299047229,0,-2,-2,-4,-32,13,-2035
4299048229,0,3,-5,-3,-25,14,-2042
4299049229,0,2,-5,-3,-37,15,-2037
4299050229,0,0,0,-2,-34,17,-2043
4299051229,0,3,-6,-7,-34,23,-2042
4299052229,0,7,1,-4,-29,19,-2044
4299053229,0,2,-2,-2,-24,14,-2047
4299054229,0,6,-6,-3,-31,21,-2039
4299055229,0,2,-2,-4,-35,20,-2053
4299056229,0,3,-4,-6,-36,15,-2036
4299057229,0,3,2,-4,-32,23,-2044
4299058229,0,0,-2,-6,-40,25,-2046
4299059229,0,2,-6,-5,-26,29,-2055
4299060229,0,1,1,0,-26,21,-2046
4299061229,0,-1,-1,-5,-30,14,-2044
4299062229,0,5,-3,-4,-36,20,-2043
4299063229,0,2,-1,-5,-37,22,-2051
4299064229,0,3,-7,-2,-35,15,-2041
4299065229,0,4,-3,-5,-35,20,-2038
4299066229,0,-3,-2,-2,-37,15,-2048
4299067229,0,4,-3,-6,-29,19,-2042
4299068229,0,5,-6,-7,-32,19,-2049
4299069229,0,3,-2,-4,-38,22,-2048
4299070229,0,2,-4,-6,-36,20,-2045
4299071229,0,2,-4,-5,-36,18,-2039
4299072229,0,2,-2,-2,-34,23,-2042
4299073229,0,1,-1,-6,-34,22,-2044
4299074229,0,5,-4,-6,-36,16,-2049
4299075229,0,0,0,-6,-28,20,-2046
4299076229,0,3,-3,-5,-26,19,-2049
4299077229,0,2,1,-5,-33,22,-2039
4299078229,0,1,0,-1,-32,18,-2040
4299079229,0,-2,-2,-3,-32,18,-2040
4299080229,0,5,0,-5,-33,12,-2047
4299081229,0,1,-2,-3,-32,12,-2042
4299082229,0,6,-2,-5,-36,18,-2042
4299083229,0,2,-3,-5,-36,21,-2051
4299084229,0,1,-3,-4,-36,19,-2048
4299085229,0,0,0,-4,-32,19,-2038
4299086229,0,2,-3,-3,-26,20,-2045
4299087229,0,0,-3,-1,-27,18,-2042
4299088229,0,4,-4,-3,-31,16,-2039
4299089229,0,-1,-2,-1,-37,16,-2047
4299090229,0,0,0,-4,-37,20,-2047
4299091229,0,0,0,-3,-23,21,-2044
4299092229,0,0,-3,-2,-28,21,-2050
4299093229,0,3,-6,-2,-29,21,-2039
4299094229,0,-2,0,1,-35,16,-2046
4299095229,0,5,-1,-2,-32,17,-2045
4299096229,0,0,-2,-6,-33,21,-2043
4299097229,0,4,-5,-3,-30,29,-2046
4299098229,0,0,1,-4,-37,16,-2045
4299099229,0,0,-3,-5,-30,21,-2043
4299100229,0,-1,-1,-2,-34,16,-2042
4299101229,0,-1,-4,-3,-38,18,-2043
4299102229,0,0,-4,-5,-31,17,-2043
4299103229,0,1,-3,-3,-36,17,-2050
4299104229,0,0,-1,-2,-29,22,-2045
4299105229,0,2,0,-4,-32,13,-2041
4299106229,0,-2,-2,-3,-30,22,-2040
4299107229,0,4,-3,-7,-31,16,-2049
4299108229,0,4,0,-3,-29,19,-2044
4299109229,0,3,-3,-5,-31,22,-2046
4299110229,0,-2,-4,-1,-31,18,-2049
4299111229,0,1,-3,-3,-29,21,-2040
4299112229,0,-1,-3,-3,-26,21,-2045
4299113229,0,2,-6,-7,-29,14,-2042
4299114229,0,-1,1,-3,-34,17,-2040
4299115229,0,4,-2,-1,-33,9,-2050
4299116229,0,0,-1,-2,-31,21,-2038
4299117229,0,4,0,-2,-36,24,-2047
4299118229,0,0,-2,-5,-30,20,-2043
4299119229,0,4,-4,-3,-25,23,-2045
4299120229,0,2,-2,-3,-34,23,-2043
4299121229,0,2,-1,-4,-33,9,-2038
4299122229,0,3,-3,-3,-32,21,-2043
4299123229,0,5,-6,-6,-38,18,-2042
4299124229,0,3,-2,-4,-31,29,-2039
4299125229,0,1,-6,-6,-36,20,-2045
4299126229,0,-3,-1,-3,-26,16,-2046
4299127229,0,1,-4,-5,-25,20,-2048
4299128229,0,-1,-3,-3,-31,22,-2043
4299129229,0,0,-1,0,-31,20,-2039
4299130229,0,-1,-2,-7,-34,16,-2044
4299131229,0,1,-2,-5,-29,14,-2042
4299132229,0,4,0,-4,-29,20,-2045
4299133229,0,6,2,-4,-27,21,-2043
4299134229,0,1,-2,1,-35,14,-2042
4299135229,0,3,-1,-3,-32,21,-2044
4299136229,0,5,-8,-8,-33,20,-2045
4299137229,0,5,-4,-5,-32,27,-2039
4299138229,0,3,-4,-4,-34,19,-2043
4299139229,0,1,-2,-4,-30,19,-2046
4299140229,0,-1,-1,-4,-31,19,-2048
4299141229,0,1,-1,-2,-32,12,-2048
4299142229,0,2,-6,-1,-31,12,-2041
4299143229,0,3,-2,-3,-43,16,-2052
4299144229,0,1,1,-4,-29,24,-2042
4299145229,0,2,-1,-4,-39,18,-2039
4299146229,0,2,-3,-2,-29,23,-2042
4299147229,0,2,0,1,-36,19,-2047
4299148229,0,1,-2,-5,-31,18,-2049
4299149229,0,1,-3,-4,-31,25,-2039
4299150229,0,4,-5,-4,-37,17,-2048
4299151229,0,2,-3,0,-39,21,-2048
4299152229,0,2,-5,-3,-34,19,-2042
4299153229,0,2,-3,-4,-24,23,-2037
4299154229,0,-2,1,-2,-29,12,-2045
4299155229,0,2,-1,-3,-39,18,-2049
4299156229,0,5,0,-3,-33,16,-2046
4299157229,0,0,1,-2,-25,19,-2041
4299158229,0,1,-5,-5,-32,19,-2038
4299159229,0,1,0,-3,-34,20,-2057
4299160229,0,2,-4,-4,-30,25,-2042
4299161229,0,2,-5,-3,-25,25,-2047
4299162229,0,2,0,-3,-36,10,-2038
4299163229,0,1,-1,-3,-31,22,-2038
4299164229,0,2,-4,-2,-29,24,-2054
4299165229,0,3,-4,-4,-34,25,-2043
4299166229,0,2,-2,-1,-32,23,-2043
4299167229,0,5,-5,-3,-32,19,-2052
4299168229,0,3,-2,-1,-32,21,-2047
4299169229,0,2,-1,-4,-32,20,-2051
4299170229,0,3,-4,-3,-32,27,-2050
4299171229,0,0,-3,-4,-33,30,-2046
4299172229,0,4,-3,-3,-28,21,-2050
4299173229,0,0,-1,-2,-28,14,-2042
4299174229,0,6,-1,-4,-30,17,-2042
4299175229,0,1,-4,-4,-31,20,-2046
4299176229,0,-2,-3,-2,-35,18,-2045
4299177229,0,2,-6,-6,-30,15,-2040
4299178229,0,3,-4,-5,-39,18,-2046
4299179229,0,1,-3,-3,-36,20,-2040
4299180229,0,6,-4,-4,-31,12,-2048
4299181229,0,-1,0,-4,-33,14,-2048
4299182229,0,1,-3,-3,-31,18,-2048
4299183229,0,-1,0,-1,-36,20,-2044
4299184229,0,3,-1,-4,-34,21,-2044
4299185229,0,5,0,-7,-34,28,-2047
4299186229,0,2,-3,-3,-25,24,-2033
4299187229,0,1,-1,-6,-32,15,-2047
4299188229,0,3,-1,-4,-31,21,-2044
4299189229,0,3,-4,1,-32,22,-2042
4299190229,0,-1,-2,-5,-35,17,-2046
4299191229,0,1,-3,-3,-34,21,-2044
4299192229,0,0,-3,-2,-31,19,-2041
4299193229,0,-1,-1,-4,-31,15,-2039
4299194229,0,2,-3,-2,-31,18,-2050
4299195229,0,1,-6,-5,-28,18,-2037
4299196229,0,5,-4,-4,-40,12,-2048
4299197229,0,-1,-2,-3,-33,21,-2047
4299198229,0,4,-8,-6,-34,19,-2041
4299199229,0,2,5,0,-35,21,-2046
4299200229,0,3,-2,-4,-27,17,-2045
4299201229,0,4,-7,-4,-27,17,-2042
4299202229,0,-1,-1,0,-29,22,-2034
4299203229,0,4,-2,-1,-31,16,-2049
4299204229,0,0,-3,-4,-34,20,-2050
4299205229,0,-1,1,-1,-30,22,-2049
4299206229,0,3,-5,-5,-37,26,-2050
4299207229,0,3,-1,-4,-29,19,-2046
4299208229,0,0,-4,-3,-30,21,-2046
4299209229,0,0,-2,-4,-38,23,-2042
4299210229,0,2,-2,-4,-32,8,-2044
4299211229,0,-2,-1,-2,-29,15,-2042
4299212229,0,-1,-4,-2,-37,27,-2047
4299213229,0,3,-3,-4,-35,20,-2037
4299214229,0,4,-7,-8,-29,20,-2051
4299215229,0,-1,1,-5,-39,24,-2044
4299216229,0,2,-4,-7,-36,25,-2049
4299217229,0,1,1,-1,-33,16,-2044
4299218229,0,2,-2,0,-37,16,-2041
4299219229,0,2,-3,-5,-32,23,-2046
4299220229,0,0,4,0,-38,22,-2048
4299221229,0,1,2,-1,-38,24,-2048
4299222229,0,2,-4,-2,-33,19,-2049
4299223229,0,0,-2,-3,-31,20,-2042
4299224229,0,-1,-2,-4,-31,22,-2046
4299225229,0,3,-2,-4,-28,22,-2045
4299226229,0,0,-1,-1,-36,24,-2043
4299227229,0,0,-1,-1,-29,21,-2047
4299228229,0,1,-2,-3,-32,19,-2040
4299229229,0,3,2,-4,-28,22,-2048
4299230229,0,1,-3,-5,-26,21,-2042
4299231229,0,1,-3,-4,-32,20,-2046
4299232229,0,5,-3,-8,-41,18,-2041
4299233229,0,5,-5,-6,-30,23,-2044
4299234229,0,1,-4,-4,-34,19,-2045
4299235229,0,1,-1,-4,-35,19,-2048
4299236229,0,3,-6,-7,-40,17,-2044
4299237229,0,0,-1,-5,-28,24,-2049
4299238229,0,2,-4,-5,-38,21,-2041
4299239229,0,3,-5,-2,-32,18,-2045
4299240229,0,1,0,-3,-34,16,-2042
4299241229,0,3,-9,0,-32,14,-2043
4299242229,0,2,-2,-3,-43,21,-2048
4299243229,0,0,-3,-5,-28,25,-2046
4299244229,0,3,1,-3,-36,17,-2046
4299245229,0,-1,-1,-3,-33,19,-2049
4299246229,0,3,-4,-5,-34,12,-2042
4299247229,0,7,-5,-3,-26,28,-2044
4299248229,0,3,0,-1,-35,21,-2042
4299249229,0,3,-1,-3,-30,25,-2044
4299250229,0,-1,0,1,-29,19,-2040
4299251229,0,-1,-3,-1,-24,21,-2045
4299252229,0,2,-4,-3,-34,20,-2037
4299253229,0,5,-3,-7,-32,16,-2057
4299254229,0,-1,1,-5,-34,15,-2050
4299255229,0,3,-3,-7,-31,17,-2047
4299256229,0,0,2,-1,-33,17,-2049
4299257229,0,2,-4,-3,-31,22,-2051
4299258229,0,2,-5,-7,-23,14,-2047
4299259229,0,3,-2,-4,-23,18,-2046
4299260229,0,4,-1,-4,-38,24,-2050
4299261229,0,-1,0,-2,-33,19,-2038
4299262229,0,4,-7,-3,-28,15,-2048
4299263229,0,1,0,-3,-33,27,-2046
4299264229,0,1,0,-5,-34,22,-2046
4299265229,0,1,-4,-5,-27,21,-2037
4299266229,0,3,-3,-5,-38,22,-2036
4299267229,0,1,0,-5,-36,19,-2038
4299268229,0,0,1,0,-33,21,-2051
4299269229,0,4,-1,0,-36,20,-2042
4299270229,0,3,-1,-1,-33,22,-2048
