# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.140 accel_g_per_lsb=0.000488
4298693233,0,6,1,-4,-24,21,-2045
4298694229,0,3,3,-4,-27,20,-2048
4298695229,0,5,-4,-6,-30,10,-2049
4298696229,0,1,-4,-6,-38,7,-2045
4298697229,0,2,-1,-4,-31,13,-2045
4298698229,0,4,-3,-4,-35,3,-2044
4298699229,0,3,-1,-5,-30,7,-2046
4298700229,0,2,-2,-2,-35,3,-2052
4298701229,0,2,-1,-3,-30,4,-2053
4298702229,0,1,-3,-2,-31,6,-2056
4298703229,0,2,-3,-3,-38,11,-2044
4298704229,0,4,-3,-5,-43,8,-2050
4298705229,0,3,-1,-1,-29,5,-2050
4298706229,0,3,-5,-3,-30,11,-2050
4298707229,0,4,-2,-5,-37,2,-2052
4298708229,0,6,-1,-2,-35,10,-2046
4298709229,0,3,1,-3,-29,3,-2049
4298710229,0,1,-7,-1,-30,12,-2042
4298711229,0,2,-2,-4,-21,17,-2049
4298712229,0,0,-2,0,-31,16,-2042
4298713229,0,2,-1,-1,-17,17,-2048
4298714229,0,-1,-4,-2,-25,14,-2048
4298715229,0,1,-2,0,-30,21,-2046
4298716229,0,1,0,1,-28,25,-2046
4298717229,0,3,1,-4,-26,27,-2044
4298718229,0,7,-5,-7,-34,37,-2040
4298719229,0,0,0,0,-35,31,-2041
4298720229,0,0,-5,-2,-35,29,-2043
4298721229,0,1,-2,-2,-40,33,-2042
4298722229,0,3,0,-3,-37,30,-2046
4298723229,0,3,-5,-5,-30,25,-2033
4298724229,0,1,2,-3,-37,32,-2041
4298725229,0,1,-3,-4,-28,35,-2044
4298726233,0,-2,1,-1,-33,26,-2047
4298727234,0,0,-1,-2,-36,28,-2041
4298728229,0,2,-5,-3,-34,28,-2040
4298729229,0,4,-2,-5,-33,34,-2043
4298730229,0,1,-2,0,-36,21,-2041
4298731229,0,5,0,-2,-34,27,-2050
4298732229,0,0,2,-2,-32,26,-2034
4298733229,0,4,0,-4,-35,30,-2046
4298734229,0,3,-2,-8,-34,28,-2052
4298735229,0,3,0,-6,-38,20,-2042
4298736229,0,2,0,-1,-31,15,-2046
4298737229,0,1,-2,-3,-28,20,-2040
4298738229,0,-1,-1,-4,-29,13,-2048
4298739229,0,4,-5,-2,-29,22,-2046
4298740229,0,1,0,-2,-30,12,-2046
4298741229,0,2,-3,-6,-28,9,-2047
4298742229,0,2,1,-5,-36,19,-2047
4298743229,0,0,2,-2,-31,16,-2040
4298744229,0,4,-1,-2,-34,18,-2046
4298745229,0,2,-2,-4,-36,9,-2044
4298746229,0,4,-1,-4,-30,12,-2039
4298747229,0,5,-3,-5,-37,13,-2042
4298748229,0,3,-1,-3,-39,14,-2045
4298749229,0,-1,2,-7,-38,12,-2038
4298750229,0,2,-3,-1,-30,14,-2044
4298751229,0,-2,-1,-4,-34,16,-2043
4298752229,0,2,-2,-6,-34,16,-2037
4298753229,0,2,-5,-3,-29,14,-2050
4298754229,0,4,-4,1,-30,15,-2045
4298755229,0,5,0,-4,-27,15,-2043
4298756229,0,-1,1,-1,-27,19,-2045
4298757229,0,3,-2,-2,-38,16,-2052
4298758229,0,5,-4,-5,-32,15,-2053
4298759229,0,-1,5,0,-30,18,-2052
4298760229,0,3,-6,-6,-36,25,-2052
