# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=lin_deadzone run=LOG-99.TXT
875.467877,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.488177,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.508342,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.528436,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.548729,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.568922,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.589157,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.609260,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.629372,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.649638,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.669922,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.690123,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.710331,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.730569,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.750808,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.771094,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.791399,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.811619,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.831831,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.852065,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.872305,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.892549,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.912769,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.933054,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.953291,0.0010,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.973565,0.0020,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
875.993744,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.013917,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.034087,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.054371,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.074460,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.094721,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.114944,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.135157,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
876.155356,0.0020,0.0000,0.0000,0.0020,-0.0020,0.0020,-0.0000,-1.0000,-1.0000
