# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=lin_coast run=LOG-35.TXT
# meas_linear/meas_angular re-derived from the channels with read_invert_a=false read_invert_b=true
223364.409657,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.429814,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.449996,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.470163,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.490267,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.510436,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.530693,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.550846,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.571050,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.591130,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.611334,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.631489,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.651694,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.671856,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.692032,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.712162,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.732327,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.752541,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.772737,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.792945,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.813134,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.833356,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.853450,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.873715,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.893898,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.914080,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.934147,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.954377,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.974638,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223364.994850,0.6000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.015041,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.035161,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.055402,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.075506,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.095706,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.115909,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.136138,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.156325,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.176429,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.196642,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.216878,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.237091,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.257354,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.277481,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.297705,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.317912,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.338200,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.358427,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.378518,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.398777,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.418998,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
223365.439158,0.0000,0.0000,0.0000,nan,nan,nan,nan,nan,-1.0000
