t,x,y,yaw,visible,cmd_lin,cmd_ang,trainer_lin,trainer_ang,label
7903.4226,0.98794,0.25757,-0.06705,1,,,,,
7903.4393,1.03175,0.26983,-0.11802,1,,,,,
7903.4559,1.02434,0.26803,-0.16101,1,,,,,
7903.4726,1.01880,0.26641,-0.12933,1,0.0000,0.8000,0,-400,sync_start
7903.4893,1.01679,0.26569,0.44663,1,0.0000,0.8000,0,-400,sync_start
7903.5059,1.02545,0.26749,0.49544,1,0.0000,0.8000,0,-400,sync_start
7903.5226,1.00463,0.26625,-0.34941,1,0.0000,0.8000,0,-400,sync_start
7903.5393,1.01724,0.27425,-0.46983,1,0.0000,0.8000,0,-400,sync_start
7903.5559,0.98310,0.27037,-0.79252,1,0.0000,0.8000,0,-400,sync_start
7903.5726,1.00288,0.28207,1.42573,1,0.0000,-0.8000,0,400,sync_start
7903.5892,,,,0,0.0000,-0.8000,0,400,sync_start
7903.6059,,,,0,0.0000,-0.8000,0,400,sync_start
7903.6226,,,,0,0.0000,-0.8000,0,400,sync_start
7903.6392,,,,0,0.0000,-0.8000,0,400,sync_start
7903.6559,,,,0,0.0000,-0.8000,0,400,sync_start
7903.6726,,,,0,0.0000,0.0000,0,0,sync_start
7903.6892,,,,0,0.0000,0.0000,0,0,sync_start
7903.7059,,,,0,0.0000,0.0000,0,0,sync_start
7903.7226,,,,0,0.0000,0.0000,0,0,sync_start
7903.7392,,,,0,0.0000,0.0000,0,0,sync_start
7903.7559,,,,0,0.0000,0.0000,0,0,sync_start
7903.7726,,,,0,0.0000,0.0000,0,0,sync_start
7903.7892,,,,0,0.0000,0.0000,0,0,sync_start
7903.8059,,,,0,0.0000,0.0000,0,0,sync_start
7903.8225,,,,0,0.0000,0.0000,0,0,sync_start
7903.8392,,,,0,0.0000,0.0000,0,0,sync_start
7903.8559,,,,0,0.0000,0.0000,0,0,sync_start
7903.8725,,,,0,0.0000,0.0000,0,0,sync_start
7903.8892,,,,0,0.0000,0.0000,0,0,sync_start
7903.9059,,,,0,0.0000,0.0000,0,0,sync_start
7903.9225,,,,0,0.0000,0.0000,0,0,sync_start
7903.9392,,,,0,0.0000,0.0000,0,0,sync_start
7903.9559,,,,0,0.0000,0.0000,0,0,sync_start
7903.9725,,,,0,0.0000,0.0000,0,0,sync_start
7903.9892,,,,0,0.0000,0.0000,0,0,sync_start
7904.0059,,,,0,0.0000,0.0000,0,0,sync_start
7904.0225,,,,0,0.0000,0.0000,0,0,sync_start
7904.0392,,,,0,0.0000,0.0000,0,0,sync_start
7904.0558,,,,0,0.0000,0.0000,0,0,sync_start
7904.0725,,,,0,0.0000,0.0000,0,0,sync_start
7904.0892,,,,0,0.0000,0.0000,0,0,sync_start
7904.1058,,,,0,0.0000,0.0000,0,0,sync_start
7904.1225,,,,0,0.0000,0.0000,0,0,sync_start
7904.1392,,,,0,0.0000,0.0000,0,0,sync_start
7904.1558,,,,0,0.0000,0.0000,0,0,sync_start
7904.1725,,,,0,0.0000,0.0000,0,0,sync_start
7904.1892,,,,0,0.0000,0.0000,0,0,sync_start
7904.2058,,,,0,0.0000,0.0000,0,0,sync_start
7904.2225,,,,0,0.0000,0.0000,0,0,sync_start
7904.2392,,,,0,0.0000,0.0000,0,0,sync_start
7904.2558,,,,0,0.0000,0.0000,0,0,sync_start
7904.2725,,,,0,0.0000,0.0000,0,0,sync_start
7904.2891,,,,0,0.0000,0.0000,0,0,sync_start
7904.3058,,,,0,0.0000,0.0000,0,0,sync_start
7904.3225,,,,0,0.0000,0.0000,0,0,sync_start
7904.3391,,,,0,0.0000,0.0000,0,0,sync_start
7904.3558,,,,0,0.0000,0.0000,0,0,sync_start
7904.3725,,,,0,0.0000,0.0000,0,0,sync_start
7904.3891,,,,0,0.0000,0.0000,0,0,sync_start
7904.4058,,,,0,0.0000,0.0000,0,0,sync_start
7904.4225,,,,0,0.0000,0.0000,0,0,sync_start
7904.4391,,,,0,0.0000,0.0000,0,0,sync_start
7904.4558,,,,0,0.0000,0.0000,0,0,sync_start
7904.4725,,,,0,0.0000,0.0000,0,0,sync_start
7904.4891,,,,0,0.0000,0.0000,0,0,sync_start
7904.5058,,,,0,0.0000,0.0000,0,0,sync_start
7904.5225,,,,0,0.0000,0.0000,0,0,sync_start
7904.5391,,,,0,0.0000,0.0000,0,0,sync_start
7904.5558,,,,0,0.0000,0.0000,0,0,sync_start
7904.5724,,,,0,0.0000,0.0000,0,0,sync_start
7904.5891,,,,0,0.0000,0.0000,0,0,sync_start
7904.6058,,,,0,0.0000,0.0000,0,0,sync_start
7904.6224,,,,0,0.0000,0.0000,0,0,sync_start
7904.6391,,,,0,0.0000,0.0000,0,0,sync_start
7904.6558,,,,0,0.0000,0.0000,0,0,sync_start
7904.6724,,,,0,0.0000,0.0000,0,0,sync_start
7904.6891,,,,0,0.0000,0.0000,0,0,idle
7904.7058,,,,0,0.0000,0.0000,0,0,idle
7904.7224,,,,0,0.0000,0.0000,0,0,idle
7904.7391,,,,0,0.0000,0.0000,0,0,idle
7904.7558,,,,0,0.0000,0.0000,0,0,idle
7904.7724,,,,0,0.0000,0.0000,0,0,idle
7904.7891,,,,0,0.0000,0.0000,0,0,idle
7904.8057,,,,0,0.0000,0.0000,0,0,idle
7904.8224,,,,0,0.0000,0.0000,0,0,idle
7904.8391,,,,0,0.0000,0.0000,0,0,idle
7904.8557,,,,0,0.0000,0.0000,0,0,idle
7904.8724,,,,0,0.0000,0.0000,0,0,idle
7904.8891,,,,0,0.0000,0.0000,0,0,idle
7904.9057,,,,0,0.0000,0.0000,0,0,idle
7904.9224,,,,0,0.0000,0.0000,0,0,idle
