t,x,y,yaw,visible,cmd_lin,cmd_ang,trainer_lin,trainer_ang,label
5065.1710,0.41452,0.22193,-1.69225,1,0.0000,0.0000,0,0,sync_start
5065.1876,0.43030,0.22434,-1.66501,1,0.0000,0.0000,0,0,sync_start
5065.2043,0.41172,0.22121,-1.68308,1,0.0000,0.0000,0,0,sync_start
5065.2209,0.41519,0.22160,-2.11384,1,0.0000,0.0000,0,0,sync_start
5065.2376,0.40941,0.22158,-1.68208,1,0.0000,0.0000,0,0,sync_start
5065.2543,0.41374,0.22162,-2.16208,1,0.0000,0.0000,0,0,sync_start
5065.2709,0.41815,0.22229,-1.69376,1,0.0000,0.0000,0,0,sync_start
5065.2876,0.40872,0.22156,-1.68852,1,0.0000,0.0000,0,0,sync_start
5065.3043,0.40607,0.22142,-1.67854,1,0.0000,0.0000,0,0,sync_start
5065.3209,0.41772,0.22227,-1.67176,1,0.0000,0.0000,0,0,sync_start
5065.3376,0.41736,0.22138,-2.12781,1,0.0000,0.0000,0,0,sync_start
5065.3543,0.40910,0.22150,-1.68083,1,0.0000,0.0000,0,0,sync_start
5065.3709,0.42389,0.22424,-1.66464,1,0.0000,0.0000,0,0,sync_start
5065.3876,0.40155,0.21994,-1.69900,1,0.0000,0.0000,0,0,sync_start
5065.4043,0.40794,0.22066,-2.12976,1,0.0000,0.0000,0,0,sync_start
5065.4209,0.42062,0.22262,-1.67099,1,0.0000,0.0000,0,0,sync_start
5065.4376,0.41764,0.22264,-1.69485,1,0.0000,0.0000,0,0,sync_start
5065.4542,0.40646,0.22060,-2.14432,1,0.0000,0.0000,0,0,sync_start
5065.4709,0.41095,0.22120,-2.13464,1,0.0000,0.0000,0,0,sync_start
5065.4876,0.41019,0.22125,-1.69153,1,0.0000,0.0000,0,0,sync_start
5065.5042,0.41345,0.22188,-1.69322,1,0.0000,0.0000,0,0,sync_start
5065.5209,0.41329,0.22099,-2.13492,1,0.0000,0.0000,0,0,sync_start
5065.5376,0.42559,0.22459,-1.65355,1,0.0000,0.0000,0,0,sync_start
5065.5542,0.41129,0.22053,-2.14353,1,0.0000,0.0000,0,0,sync_start
5065.5709,0.40671,0.22056,-2.13124,1,0.0000,0.0000,0,0,sync_start
5065.5876,0.41654,0.22140,-2.13367,1,0.0000,0.0000,0,0,sync_start
5065.6042,0.41421,0.22159,-1.68567,1,0.0000,0.0000,0,0,sync_start
5065.6209,0.41469,0.22178,-2.14504,1,0.0000,0.0000,0,0,sync_start
5065.6376,0.41316,0.22158,-1.69100,1,0.0000,0.0000,0,0,sync_start
5065.6542,0.41149,0.22154,-1.68613,1,0.0000,0.0000,0,0,sync_start
5065.6709,0.42279,0.22254,-2.14977,1,0.0000,0.0000,0,0,sync_start
5065.6875,0.40737,0.22093,-1.69381,1,0.0000,0.0000,0,0,sync_start
5065.7042,0.40709,0.22058,-2.14394,1,0.0000,0.0000,0,0,sync_start
5065.7209,0.41365,0.22101,-1.69112,1,0.0000,0.0000,0,0,sync_start
5065.7375,0.40736,0.22106,-2.15484,1,0.0000,0.0000,0,0,sync_start
5065.7542,0.40716,0.22067,-1.68713,1,0.0000,0.0000,0,0,idle
5065.7709,0.40577,0.22122,-1.67199,1,0.0000,0.0000,0,0,idle
5065.7875,0.41856,0.22206,-2.14769,1,0.0000,0.0000,0,0,idle
5065.8042,0.40919,0.22090,-1.69057,1,0.0000,0.0000,0,0,idle
5065.8209,0.41329,0.22120,-2.12653,1,0.0000,0.0000,0,0,idle
5065.8375,0.41279,0.22165,-2.13940,1,0.0000,0.0000,0,0,idle
5065.8542,0.41855,0.22253,-2.04279,1,0.0000,0.0000,0,0,idle
5065.8709,0.41182,0.22136,-2.11871,1,0.0000,0.0000,0,0,idle
5065.8875,0.40423,0.22111,-1.67737,1,0.0000,0.0000,0,0,idle
5065.9042,0.41708,0.22214,-2.15580,1,0.0000,0.0000,0,0,idle
5065.9208,0.40484,0.22058,-1.69382,1,0.0000,0.0000,0,0,idle
5065.9375,0.40925,0.22155,-1.68295,1,0.0000,0.0000,0,0,idle
5065.9542,0.39779,0.21987,-1.68708,1,0.0000,0.0000,0,0,idle
5065.9708,0.41625,0.22216,-1.67432,1,0.0000,0.0000,0,0,idle
5065.9875,0.41702,0.22209,-2.15330,1,0.0000,0.0000,0,0,idle
5066.0042,0.41042,0.22109,-2.13773,1,0.0000,0.0000,0,0,idle
5066.0208,0.41688,0.22150,-2.11006,1,0.0000,0.0000,0,0,idle
5066.0375,0.42430,0.22299,-1.69837,1,0.0000,0.0000,0,0,idle
5066.0542,0.41411,0.22145,-2.11460,1,0.0000,0.0000,0,0,idle
5066.0708,0.41879,0.22242,-1.67481,1,0.0000,0.0000,0,0,idle
5066.0875,0.41818,0.22230,-1.67095,1,0.0000,0.0000,0,0,idle
5066.1042,0.41238,0.22159,-1.67301,1,0.0000,0.0000,0,0,idle
5066.1208,0.39860,0.21964,-1.69845,1,0.0000,0.0000,0,0,idle
5066.1375,0.41246,0.22145,-1.69058,1,0.0000,0.0000,0,0,idle
5066.1541,0.41039,0.22115,-2.12700,1,0.0000,0.0000,0,0,idle
5066.1708,0.41855,0.22242,-1.67326,1,0.0000,0.0000,0,0,idle
5066.1875,0.41294,0.22084,-2.14668,1,0.0000,0.0000,0,0,idle
5066.2041,0.40950,0.22162,-1.68225,1,0.0000,0.0000,0,0,idle
5066.2208,0.40563,0.22045,-1.69081,1,0.0000,0.0000,0,0,idle
5066.2375,0.40878,0.22081,-2.13560,1,0.0000,0.0000,0,0,idle
5066.2541,0.41216,0.22148,-1.69134,1,0.0000,0.0000,0,0,idle
5066.2708,0.41212,0.22087,-2.17246,1,0.0000,0.0000,0,0,idle
5066.2875,0.41900,0.22236,-2.12896,1,0.0000,0.0000,0,0,idle
5066.3041,0.41707,0.22140,-2.12331,1,0.0000,0.0000,0,0,idle
5066.3208,0.41530,0.22185,-1.67901,1,0.0000,0.0000,0,0,idle
5066.3375,0.41248,0.22146,-1.69392,1,0.0000,0.0000,0,0,idle
5066.3541,0.40818,0.22141,-1.68094,1,0.0000,0.0000,0,0,idle
5066.3708,0.41608,0.22128,-2.11911,1,0.0000,0.0000,0,0,idle
5066.3874,0.41810,0.22167,-2.11442,1,0.0000,0.0000,0,0,idle
5066.4041,0.41316,0.22111,-2.13239,1,0.0000,0.0000,0,0,idle
5066.4208,0.42212,0.22366,-1.67885,1,0.0000,0.0000,0,0,idle
5066.4374,0.41572,0.22197,-2.16018,1,0.0000,0.0000,0,0,idle
5066.4541,0.40584,0.22085,-1.69277,1,0.0000,0.0000,0,0,idle
5066.4708,0.41345,0.22137,-1.68201,1,0.0000,0.0000,0,0,idle
5066.4874,0.41563,0.22134,-2.10998,1,0.0000,0.0000,0,0,idle
5066.5041,0.42509,0.22269,-2.13477,1,0.0000,0.0000,0,0,idle
5066.5208,0.41378,0.22185,-2.09445,1,0.0000,0.0000,0,0,idle
5066.5374,0.40911,0.22026,-2.13134,1,0.0000,0.0000,0,0,idle
5066.5541,0.41642,0.22141,-2.13269,1,0.0000,0.0000,0,0,idle
5066.5708,0.40682,0.22008,-2.16970,1,0.0000,0.0000,0,0,idle
5066.5874,0.41150,0.22093,-2.12804,1,0.0000,0.0000,0,0,idle
5066.6041,0.40018,0.21994,-2.22253,1,0.0000,0.0000,0,0,idle
5066.6207,0.42195,0.22340,-1.70991,1,0.0000,0.0000,0,0,idle
5066.6374,0.41080,0.22063,-2.18507,1,0.0000,0.0000,0,0,idle
5066.6541,0.41102,0.22161,-2.17669,1,0.0000,0.0000,0,0,idle
5066.6707,0.40919,0.22032,-2.15495,1,0.0000,0.0000,0,0,idle
5066.6874,0.41671,0.22205,-2.08569,1,0.0000,0.0000,0,0,idle
5066.7041,0.41516,0.22115,-2.13725,1,0.0000,0.0000,0,0,idle
5066.7207,0.41560,0.22234,-1.68156,1,0.0000,0.0000,0,0,idle
5066.7374,0.41458,0.22168,-2.10072,1,0.0000,0.0000,0,0,idle
5066.7541,0.40794,0.22142,-1.68256,1,0.0000,0.0000,0,0,idle
5066.7707,0.41288,0.22121,-2.11755,1,0.0000,0.0000,0,0,idle
5066.7874,0.41446,0.22229,-1.68243,1,0.0000,0.0000,0,0,idle
5066.8041,0.41191,0.22162,-1.68882,1,0.0000,0.0000,0,0,idle
5066.8207,0.40785,0.22124,-1.67795,1,0.0000,0.0000,0,0,idle
5066.8374,0.42039,0.22296,-1.65121,1,0.0000,0.0000,0,0,idle
5066.8540,0.41532,0.22238,-1.68178,1,0.0000,0.0000,0,0,idle
5066.8707,0.41899,0.22229,-2.17460,1,0.0000,0.0000,0,0,idle
5066.8874,0.41881,0.22179,-2.11409,1,0.0000,0.0000,0,0,idle
5066.9040,0.42031,0.22278,-1.69250,1,0.0000,0.0000,0,0,idle
5066.9207,0.40596,0.22122,-1.68110,1,0.0000,0.0000,0,0,idle
5066.9374,0.41575,0.22257,-2.22683,1,0.0000,0.0000,0,0,idle
5066.9540,0.40671,0.22104,-1.69401,1,0.0000,0.0000,0,0,idle
5066.9707,0.41497,0.22160,-1.68286,1,0.0000,0.0000,0,0,idle
5066.9874,0.41187,0.22144,-1.69166,1,0.0000,0.0000,0,0,idle
5067.0040,0.40298,0.21994,-2.14516,1,0.0000,0.0000,0,0,idle
5067.0207,0.43225,0.22500,-1.64292,1,0.0000,0.0000,0,0,idle
5067.0374,0.43000,0.22461,-1.67597,1,0.0000,0.0000,0,0,idle
5067.0540,0.42157,0.22266,-1.66538,1,0.0000,0.0000,0,0,idle
5067.0707,0.41960,0.22175,-2.10695,1,0.0000,0.0000,0,0,idle
5067.0873,0.41506,0.22201,-2.17003,1,0.0000,0.0000,0,0,idle
5067.1040,0.40830,0.22069,-1.68492,1,0.0000,0.0000,0,0,idle
5067.1207,0.43222,0.22536,-1.67973,1,0.0000,0.0000,0,0,idle
5067.1373,0.41107,0.22049,-2.15281,1,0.0000,0.0000,0,0,idle
5067.1540,0.41875,0.22230,-1.66887,1,0.0000,0.0000,0,0,idle
5067.1707,0.40406,0.22021,-1.70078,1,0.0000,0.0000,0,0,idle
5067.1873,0.41232,0.22208,-1.67366,1,0.0000,0.0000,0,0,idle
5067.2040,0.41806,0.22278,-1.66216,1,0.0000,0.0000,0,0,idle
5067.2207,0.41642,0.22190,-2.08370,1,0.0000,0.0000,0,0,idle
5067.2373,0.41228,0.22228,-1.67131,1,0.0000,0.0000,0,0,idle
5067.2540,0.40789,0.22079,-1.69473,1,0.0000,0.0000,0,0,idle
5067.2707,0.41613,0.22176,-2.14062,1,0.0000,0.0000,0,0,idle
5067.2873,0.41130,0.22063,-2.12389,1,0.0000,0.0000,0,0,idle
5067.3040,0.40391,0.22035,-1.69751,1,0.0000,0.0000,0,0,idle
5067.3206,0.41346,0.22143,-1.68380,1,0.0000,0.0000,0,0,idle
5067.3373,0.42120,0.22274,-2.14103,1,0.0000,0.0000,0,0,idle
5067.3540,0.41732,0.22271,-1.69959,1,0.0000,0.0000,0,0,idle
5067.3706,0.40847,0.22039,-2.16342,1,0.0000,0.0000,0,0,idle
5067.3873,0.41799,0.22174,-2.11064,1,0.0000,0.0000,0,0,idle
5067.4040,0.40663,0.22124,-1.68173,1,0.0000,0.0000,0,0,idle
5067.4206,0.41488,0.22182,-1.69141,1,0.0000,0.0000,0,0,idle
5067.4373,0.41134,0.22169,-1.67838,1,0.0000,0.0000,0,0,idle
5067.4540,0.41657,0.22131,-2.13899,1,0.0000,0.0000,0,0,idle
5067.4706,0.42535,0.22270,-2.07960,1,0.0000,0.0000,0,0,idle
5067.4873,0.43457,0.22519,-1.64688,1,0.0000,0.0000,0,0,idle
5067.5040,0.42470,0.22293,-1.67396,1,0.0000,0.0000,0,0,idle
5067.5206,0.41348,0.22131,-2.15311,1,0.0000,0.0000,0,0,idle
5067.5373,0.41310,0.22122,-2.11696,1,0.0000,0.0000,0,0,idle
5067.5540,0.41355,0.22135,-2.14727,1,0.0000,0.0000,0,0,idle
5067.5706,0.41590,0.22210,-1.69140,1,0.0000,0.0000,0,0,idle
5067.5873,0.41050,0.22204,-2.26110,1,0.0000,0.0000,0,0,idle
5067.6039,0.41442,0.22227,-1.70824,1,0.0000,0.0000,0,0,idle
5067.6206,0.41365,0.22110,-2.13905,1,0.0000,0.0000,0,0,idle
5067.6373,0.41472,0.22150,-2.11456,1,0.0000,0.0000,0,0,idle
5067.6539,0.40181,0.21962,-2.14926,1,0.0000,0.0000,0,0,idle
5067.6706,0.42372,0.22309,-1.69191,1,0.0000,0.0000,0,0,idle
5067.6873,0.41208,0.22171,-1.70334,1,0.0000,0.0000,0,0,idle
5067.7039,0.41553,0.22235,-1.68556,1,0.0000,0.0000,0,0,idle
5067.7206,0.41292,0.22168,-2.11532,1,0.0000,0.0000,0,0,idle
5067.7373,0.41578,0.22168,-1.67938,1,0.0000,0.0000,0,0,idle
5067.7539,0.41824,0.22268,-2.10558,1,0.0000,0.0000,0,0,idle
5067.7706,0.43282,0.22446,-1.66184,1,0.0000,0.0000,0,0,idle
5067.7873,0.41907,0.22233,-2.15028,1,0.0000,0.0000,0,0,idle
5067.8039,0.41168,0.22102,-2.12124,1,0.0000,0.0000,0,0,idle
5067.8206,0.40344,0.22041,-1.69305,1,0.0000,0.0000,0,0,idle
5067.8372,0.41823,0.22199,-2.10730,1,0.0000,0.0000,0,0,idle
5067.8539,0.40883,0.22041,-2.16771,1,0.0000,0.0000,0,0,idle
5067.8706,0.40327,0.22030,-2.16598,1,0.0000,0.0000,0,0,idle
5067.8872,0.42002,0.22281,-1.66842,1,0.0000,0.0000,0,0,idle
5067.9039,0.41006,0.22156,-1.67843,1,0.0000,0.0000,0,0,idle
5067.9206,0.40828,0.22008,-2.15621,1,0.0000,0.0000,0,0,idle
5067.9372,0.41244,0.22119,-2.11311,1,0.0000,0.0000,0,0,idle
5067.9539,0.40837,0.22084,-2.13176,1,0.0000,0.0000,0,0,idle
5067.9706,0.41023,0.22094,-1.68544,1,0.0000,0.0000,0,0,idle
5067.9872,0.42929,0.22334,-2.12974,1,0.0000,0.0000,0,0,idle
5068.0039,0.41039,0.22121,-2.14479,1,0.0000,0.0000,0,0,idle
5068.0206,0.40899,0.22086,-2.13969,1,0.0000,0.0000,0,0,idle
5068.0372,0.41084,0.22187,-1.67296,1,0.0000,0.0000,0,0,idle
5068.0539,0.41100,0.22147,-1.69401,1,0.0000,0.0000,0,0,idle
5068.0705,0.40564,0.22079,-1.69636,1,0.0000,0.0000,0,0,idle
5068.0872,0.41150,0.22140,-1.69279,1,0.0000,0.0000,0,0,idle
5068.1039,0.42193,0.22276,-1.67015,1,0.0000,0.0000,0,0,idle
5068.1205,0.41287,0.22131,-2.11845,1,0.0000,0.0000,0,0,idle
5068.1372,0.43058,0.22438,-1.66417,1,0.0000,0.0000,0,0,idle
5068.1539,0.41025,0.22083,-2.13333,1,0.0000,0.0000,0,0,idle
5068.1705,0.40291,0.22012,-2.13688,1,0.0000,0.0000,0,0,idle
5068.1872,0.39776,0.21968,-1.70044,1,0.0000,0.0000,0,0,idle
5068.2039,0.41626,0.22175,-2.14509,1,0.0000,0.0000,0,0,idle
5068.2205,0.40559,0.22098,-1.67728,1,0.0000,0.0000,0,0,idle
5068.2372,0.40104,0.22031,-1.68149,1,0.0000,0.0000,0,0,idle
5068.2539,0.41652,0.22212,-1.67197,1,0.0000,0.0000,0,0,idle
5068.2705,0.40301,0.21959,-2.16696,1,0.0000,0.0000,0,0,idle
5068.2872,0.40981,0.22076,-2.14492,1,0.0000,0.0000,0,0,idle
5068.3038,0.42520,0.22261,-2.12846,1,0.0000,0.0000,0,0,idle
5068.3205,0.40302,0.22067,-1.68257,1,0.0000,0.0000,0,0,idle
5068.3372,0.42092,0.22211,-2.14230,1,0.0000,0.0000,0,0,idle
5068.3538,0.41195,0.22201,-2.20764,1,0.0000,0.0000,0,0,idle
5068.3705,0.40609,0.22091,-1.68937,1,0.0000,0.0000,0,0,idle
5068.3872,0.41353,0.22198,-1.68552,1,0.0000,0.0000,0,0,idle
5068.4038,0.40991,0.22140,-1.69842,1,0.0000,0.0000,0,0,idle
5068.4205,0.41733,0.22213,-1.69172,1,0.0000,0.0000,0,0,idle
5068.4372,0.40691,0.22053,-2.15118,1,0.0000,0.0000,0,0,idle
5068.4538,0.41101,0.22090,-1.70915,1,0.0000,0.0000,0,0,idle
5068.4705,0.41848,0.22194,-2.10547,1,0.0000,0.0000,0,0,idle
5068.4872,0.41168,0.22091,-2.13340,1,0.0000,0.0000,0,0,idle
5068.5038,0.41598,0.22233,-2.10697,1,0.0000,0.0000,0,0,idle
5068.5205,0.40589,0.22114,-1.70920,1,0.0000,0.0000,0,0,idle
5068.5371,0.41248,0.22162,-1.67300,1,0.0000,0.0000,0,0,idle
5068.5538,0.41623,0.22296,-2.18720,1,0.0000,0.0000,0,0,idle
5068.5705,0.40886,0.22116,-1.69414,1,0.0000,0.0000,0,0,idle
5068.5871,0.40031,0.22037,-1.67739,1,0.0000,0.0000,0,0,idle
5068.6038,0.40573,0.22051,-1.69536,1,0.0000,0.0000,0,0,idle
5068.6205,0.41011,0.22068,-1.67466,1,0.0000,0.0000,0,0,idle
5068.6371,0.40363,0.22022,-1.69352,1,0.0000,0.0000,0,0,idle
5068.6538,0.40851,0.22144,-1.67237,1,0.0000,0.0000,0,0,idle
5068.6705,0.42261,0.22222,-2.13652,1,0.0000,0.0000,0,0,idle
5068.6871,0.41477,0.22145,-2.11030,1,0.0000,0.0000,0,0,idle
5071.4369,0.40572,0.22078,-1.69623,1,0.0000,0.0000,0,0,idle
5071.4703,0.41615,0.22213,-2.12322,1,0.0000,0.0000,0,0,idle
5071.4869,0.41458,0.22119,-2.12397,1,0.0000,0.0000,0,0,idle
5071.5036,0.42463,0.22262,-2.13109,1,0.0000,0.0000,0,0,idle
5071.5202,0.41031,0.22125,-1.69260,1,0.0000,0.0000,0,0,idle
5071.5369,0.41232,0.22129,-1.68472,1,0.0000,0.0000,0,0,idle
5071.5536,0.41744,0.22207,-1.67739,1,0.0000,0.0000,0,0,idle
5071.5702,0.40518,0.22062,-2.16253,1,0.0000,0.0000,0,0,idle
5071.5869,0.42731,0.22405,-1.66395,1,0.0000,0.0000,0,0,idle
5071.6036,0.40996,0.22196,-1.66963,1,0.0000,0.0000,0,0,idle
5071.6202,0.41432,0.22212,-1.67885,1,0.0000,0.0000,0,0,idle
5071.6369,0.41334,0.22131,-1.68109,1,0.0000,0.0000,0,0,idle
5071.6536,0.41127,0.22061,-2.13775,1,0.0000,0.0000,0,0,idle
5071.6702,0.41922,0.22240,-1.67294,1,0.0000,0.0000,0,0,idle
5071.6869,0.41046,0.22076,-1.67936,1,0.0000,0.0000,0,0,idle
5071.7036,0.42194,0.22237,-2.14455,1,0.0000,0.0000,0,0,idle
5071.7202,0.42109,0.22332,-1.70337,1,0.0000,0.0000,0,0,idle
5071.7369,0.42329,0.22297,-2.16479,1,0.0000,0.0000,0,0,idle
5071.7535,0.41493,0.22183,-1.67997,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.7702,0.41653,0.22270,-2.11582,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.7869,0.41024,0.22628,-1.67197,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8035,0.41121,0.23160,-1.68744,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8202,0.41365,0.23647,-1.70897,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8369,0.42065,0.24236,-1.70938,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8535,0.42478,0.24796,-1.69736,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8702,0.42165,0.25212,-1.69454,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.8869,0.41957,0.25778,-1.71658,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9035,0.41963,0.26191,-2.24944,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9202,0.42244,0.26905,-1.67702,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9369,0.43053,0.27587,-2.12471,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9535,0.42735,0.28028,-1.71195,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9702,0.42156,0.28469,-1.69879,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5071.9868,0.42725,0.28933,-2.18862,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0035,0.43599,0.29760,-1.65777,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0202,0.43005,0.30221,-1.65493,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0368,0.42860,0.30511,-1.68952,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0535,0.42178,0.30962,-1.66859,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0702,0.43040,0.31713,-1.69004,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.0868,0.43384,0.32288,-1.68231,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1035,0.42709,0.32770,-1.68384,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1202,0.42452,0.33256,-1.68600,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1368,0.42587,0.33745,-2.25040,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1535,0.42970,0.34287,-1.67398,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1702,0.43329,0.34856,-2.20439,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.1868,0.42325,0.35143,-1.68021,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2035,0.42339,0.35785,-1.68109,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2201,0.43209,0.36444,-1.66743,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2368,0.42492,0.36890,-1.66243,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2535,0.44105,0.37741,-2.27329,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2701,0.43885,0.38227,-1.67546,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.2868,0.42925,0.38446,-1.66942,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3035,0.43762,0.39189,-2.28436,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3201,0.44226,0.39835,-1.67549,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3368,0.44544,0.40371,-2.24759,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3535,0.45054,0.41065,-2.23211,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3701,0.43713,0.41270,-1.68008,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.3868,0.43301,0.41635,-1.67379,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4035,0.43242,0.42145,-2.24849,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4201,0.43582,0.42759,-1.64690,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4368,0.44229,0.43517,-2.31356,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4534,0.44074,0.44091,-1.67018,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4701,0.43399,0.44300,-1.60447,1,0.0400,0.0000,20,0,lin_deadzone_fwd
5072.4868,0.44283,0.45095,-1.64512,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5034,0.44599,0.45799,-1.68423,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5201,0.44511,0.46417,-2.23534,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5368,0.44926,0.47380,-1.68942,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5534,0.45110,0.48016,-1.68651,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5701,0.45267,0.48871,-2.32107,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.5868,0.44030,0.49162,-1.67468,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.6034,0.44051,0.49809,-1.66191,1,0.0800,0.0000,40,0,lin_deadzone_fwd
5072.6201,0.44920,0.50885,-1.68371,1,0.0800,0.0000,40,0,lin_deadzone_fwd
