# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=ang_step_full run=LOG-140.TXT
10161.991510,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
10162.011599,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.031806,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.052051,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.072124,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.092334,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.112561,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.132791,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.153060,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.173568,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.193808,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.214064,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.234276,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.254500,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.274718,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.294904,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.315165,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.335428,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.355667,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.375949,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.396271,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.416581,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.436649,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.456883,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.477117,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.497355,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.517590,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.537701,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.557882,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.578144,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.598233,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.618496,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.638730,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.658941,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.679153,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.699406,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.719573,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.739884,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.760187,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.780446,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.800649,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.820860,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.841159,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.861346,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.881447,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.901634,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.921868,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.942322,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.962643,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10162.982878,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.003048,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.023276,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.043528,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.063953,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.084180,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.104440,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.124728,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.144828,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.165097,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.185164,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.205382,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.225602,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.245660,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.265844,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.286111,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.306333,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.326566,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.346662,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.366824,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.387018,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.407073,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.427223,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.447401,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.467567,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.487798,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.508033,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.528310,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.548521,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.568735,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.588946,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.609130,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.629205,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.649783,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.670080,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.690344,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.710663,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.730958,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.751195,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.771411,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.791631,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.811721,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.831986,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.852110,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.872176,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.892645,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.912949,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.933258,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.953477,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.973852,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10163.994132,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10164.014232,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10164.034326,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
10164.054428,0.0000,0.2500,0.0000,-0.2441,-0.2441,0.0000,0.2441,-1.0000,-1.0000
