# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=combined_prbs run=LOG-147.TXT
# meas_linear/meas_angular re-derived from the channels with read_invert_a=false read_invert_b=true
11077.618246,-0.3000,-0.5000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
11077.638448,-0.3000,-0.5000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
11077.658735,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11077.678932,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11077.699209,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11077.719326,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11077.739602,-0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11077.759842,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11077.780121,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11077.800252,0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11077.820573,0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11077.840898,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.861151,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.881424,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.901709,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.921960,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.942234,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.962363,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11077.982577,-0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.002896,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.023223,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.043499,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.063652,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.083860,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.104134,0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.124410,0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.144607,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.164874,-0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.185144,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.205457,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.225715,-0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.245823,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.266094,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.286606,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.306906,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.327181,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.347298,0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.367578,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.387915,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.408145,-0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.428417,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.448501,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.469045,0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.489294,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.509367,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.529556,-0.3000,0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11078.549724,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.569901,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.590078,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.610348,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.630624,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.650847,-0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.671039,-0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.691288,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.711564,-0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.731758,-0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,-1.0000,-1.0000
11078.751976,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.772212,0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.792330,0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.812601,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.832793,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.853040,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.873310,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.893581,-0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.913651,-0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11078.933843,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.954061,0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.974300,0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11078.994579,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11079.014825,0.3000,0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11079.035152,0.3000,0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,-1.0000,-1.0000
11079.055399,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.075683,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.095959,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.116202,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.136438,-0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.156509,-0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.176784,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11079.197080,0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,-1.0000,-1.0000
11079.217314,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.237544,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
11079.257895,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,-1.0000,-1.0000
