# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=lin_prbs run=LOG-139.TXT
10028.388446,-0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
10028.408503,-0.4000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-1.0000,-1.0000
10028.428668,-0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.448749,0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.468831,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.488993,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.509150,-0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.529207,-0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.549264,-0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.569321,0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.589378,0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
10028.609431,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.629503,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.649569,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.669714,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.689866,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.710052,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.730218,0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.750275,-0.4000,0.0000,0.0000,0.3906,-0.3906,0.3906,-0.0000,-1.0000,-1.0000
10028.770469,-0.4000,0.0000,0.0000,-0.3906,0.3906,-0.3906,-0.0000,-1.0000,-1.0000
