candidate,level,precision,recall,f1,localization_recall,wrong_class_rate,map50,map50_95,ap50_95/robot,ap50_95/house_bot,ap50_95/opponent,ap50_95/mrs_buff_mk3
bbox_2class_mixed,agnostic,0.9435396308360477,0.8469785575048733,0.8926553672316384,0.8469785575048733,0.0,0.832899272441864,0.5597529411315918,0.5597529411315918,,,
bbox_2class_mixed,archetype,0.9370249728555917,0.8411306042884991,0.886492039034412,0.8469785575048733,0.006904487917146145,0.8487248420715332,0.6096639037132263,,0.7068233489990234,0.5125043988227844,
bbox_2class_mixed,instance,0.5971769815418024,0.5360623781676414,0.5649717514124295,0.8469785575048733,0.3670886075949367,0.4298591911792755,0.31120434403419495,,0.7068233489990234,0.2267897129058838,0.0
