candidate,level,precision,recall,f1,localization_recall,wrong_class_rate,map50,map50_95,ap50_95/robot,ap50_95/house_bot,ap50_95/opponent,ap50_95/mr_stabs_mk2,ap50_95/mrs_buff_mk3
seg_baseline,agnostic,0.8940092165898618,0.7563352826510721,0.8194297782470961,0.7563352826510721,0.0,0.7363460063934326,0.5165711045265198,0.5165711045265198,,,,
seg_baseline,archetype,0.8755760368663594,0.7407407407407407,0.802534318901795,0.7563352826510721,0.020618556701030927,0.7823442220687866,0.5938854813575745,,0.7489857077598572,0.43878528475761414,,
seg_baseline,instance,0.7569124423963134,0.6403508771929824,0.6937697993664204,0.7563352826510721,0.15335051546391754,0.6587520837783813,0.49278292059898376,,0.7489857077598572,0.2442108541727066,-1.0,0.4851522147655487
