# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_arm
# rate_hz=50.0 waveform=lin_prbs run=LOG-77.TXT
5970.398165,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.418232,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.438299,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.458371,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.478450,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.498515,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.518581,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.538647,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.558716,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.578786,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.598854,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.618926,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.638994,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.659026,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.679126,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.699306,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.719394,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.739484,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.759628,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.779698,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.799784,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.819865,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.839934,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.860020,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.880102,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.900191,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.920269,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.940346,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5970.960414,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5970.980485,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.000563,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.020723,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.040804,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.060890,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.080975,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.101030,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.121106,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.141181,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.161269,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.181366,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.201456,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.221623,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.241699,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.261779,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.281914,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.301993,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.322041,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.342104,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.362187,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.382273,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.402441,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.422513,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.442585,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.462657,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.482742,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.502809,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.522868,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.542926,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.562987,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.583012,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.603076,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.623142,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.643211,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.663319,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.683381,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.703444,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.723523,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.743602,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.763671,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.783771,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.803915,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.824019,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.844180,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.864266,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5971.884417,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.904493,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.924571,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.944657,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.964820,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5971.984924,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.005151,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.025231,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.045304,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.065383,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.085472,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.105563,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.125757,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.145859,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.165928,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.185998,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.206073,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.226149,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.246236,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.266319,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.286399,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.306486,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.326577,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.346715,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.366852,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.387046,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.407238,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.427417,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.447571,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.467663,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.487835,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.508025,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.528197,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.548282,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.568434,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.588511,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.608687,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.628873,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.649027,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.669275,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.689491,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.709635,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.729774,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.749920,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.770064,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.790214,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.810360,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5972.830506,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.850659,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.870805,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.890986,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.911165,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.931304,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.951362,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.971420,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5972.991570,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.011709,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.031856,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.052035,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.072279,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.092364,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.112541,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.132637,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.152797,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.172967,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.193142,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.213310,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.233476,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.253646,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.273798,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.293942,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.314105,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.334252,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.354309,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.374453,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.394634,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.414788,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.434938,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.455099,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.475246,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.495394,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.515452,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.535664,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.555938,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.576108,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.596261,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.616318,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.636375,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.656447,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.676686,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.696834,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.716973,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.737176,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.757333,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.777483,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.797638,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.817804,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.837972,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.858118,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.878264,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.898411,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.918469,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.938622,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.958765,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5973.978929,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5973.999219,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.019361,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.039418,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.059595,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.079737,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.099905,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.120063,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.140156,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.160212,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.180332,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.200420,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.220598,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.240765,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.260914,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.280994,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.301132,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.321294,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.341449,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.361611,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.381781,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.401945,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.422121,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.442271,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.462354,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.482427,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.502579,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.522666,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.542755,-0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.562833,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.582915,-0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.602991,0.6000,0.0000,0.0000,-0.5859,0.5859,-0.5859,-0.0000,-1.0000
5974.623016,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.643092,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
5974.663164,0.6000,0.0000,0.0000,0.5859,-0.5859,0.5859,-0.0000,-1.0000
