# auto-battlebot velocity jig command log
# linear/angular are what was asked for; meas_ch_a/meas_ch_b are what the radio
# reported on the two drive channels. meas_linear/meas_angular are those channels
# read through the configured mix, so they are an interpretation and the channels
# are the measurement. A wrong mix can be corrected from the channels offline.
# meas_weapon is the weapon throttle and meas_arm the weapon arm switch, CH3 and CH5
# on the radio. Neither drives the plant; both say what the robot was doing. On a
# hand-driven run the measured columns are the whole record: nothing was commanded.
# columns: t_host_s,linear,angular,trim,meas_ch_a,meas_ch_b,meas_linear,meas_angular,meas_weapon,meas_arm
# rate_hz=50.0 waveform=combined_prbs run=LOG-81.TXT
# meas_linear/meas_angular re-derived from the channels with read_invert_a=false read_invert_b=true
6241.385385,-0.3000,0.5000,0.0000,0.0000,0.0000,0.0000,-0.0000,nan,-1.0000
6241.405481,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.425575,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.445821,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.465987,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.486182,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.506424,-0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.526517,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.546803,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.566997,0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.587284,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.607391,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.627578,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.647817,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.668055,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.688154,0.3000,0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.708579,0.3000,0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.728823,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,nan,-1.0000
6241.749063,-0.3000,-0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,nan,-1.0000
6241.769206,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.789469,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.809559,-0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.829804,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.850026,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.870269,0.3000,-0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6241.890368,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.910471,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.930569,-0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6241.950861,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.971048,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6241.991138,-0.3000,0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.011347,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.031593,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.051870,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.072140,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.092331,-0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.112567,0.3000,0.5000,0.0000,-0.7812,-0.1953,-0.2929,0.4883,nan,-1.0000
6242.132812,0.3000,0.5000,0.0000,-0.1953,-0.1953,0.0000,0.1953,nan,-1.0000
6242.153051,0.3000,0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,nan,-1.0000
6242.173266,-0.3000,-0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,nan,-1.0000
6242.193501,-0.3000,-0.5000,0.0000,-0.1953,-0.7812,0.2929,0.4883,nan,-1.0000
6242.213741,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.233981,0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.254226,0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.274390,0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6242.294550,-0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6242.314702,-0.3000,-0.5000,0.0000,0.7812,0.1953,0.2929,-0.4883,nan,-1.0000
6242.334945,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.355148,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.375243,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
6242.395344,-0.3000,-0.5000,0.0000,0.1953,0.7812,-0.2929,-0.4883,nan,-1.0000
