# auto-battlebot velocity jig
# columns: t_us,count,gx,gy,gz,ax,ay,az  (raw int16 imu)
# encoder: quadrature x4 (constant column if unplugged)
# sample_rate_hz=1000 gyro_dps_per_lsb=0.070 accel_g_per_lsb=0.000244
2812105249,0,4,-1,-8,7,29,-4097
2812106249,0,4,-7,-4,10,23,-4086
2812107249,0,1,-6,-8,19,23,-4098
2812108249,0,9,-7,-10,24,26,-4093
2812109249,0,3,0,-10,9,32,-4115
2812110249,0,6,-6,-6,25,29,-4103
2812111249,0,4,-3,-5,16,25,-4082
2812112249,0,1,-7,-8,16,39,-4095
2812113249,0,2,-4,-3,15,19,-4098
2812114249,0,-5,-2,-6,-3,34,-4075
2812115249,0,5,-4,-3,12,34,-4075
2812116249,0,1,-9,-9,18,45,-4066
2812117249,0,4,-4,-9,19,68,-4039
2812118249,0,4,-4,-8,14,86,-4021
2812119249,0,11,-9,-7,3,87,-3980
2812120249,0,9,-7,-10,1,-7,-3891
2812121249,0,7,-6,-6,10,-60,-3862
2812122249,0,11,-14,-10,36,-53,-3943
2812123249,0,1,2,-5,33,-48,-4020
2812124249,0,5,-7,-6,62,-2,-4083
2812125249,0,-6,-4,-5,78,82,-4159
2812126249,0,-5,3,-2,55,96,-4232
2812127249,0,3,0,-5,38,63,-4243
2812128249,0,5,2,-7,27,56,-4241
2812129249,0,10,0,-7,-12,61,-4253
2812130249,0,13,2,-6,-24,38,-4235
2812131249,0,14,1,-10,-14,-14,-4173
2812132249,0,5,0,-4,-32,-58,-4125
2812133249,0,11,0,-8,-33,-67,-4089
2812134249,0,1,-4,-10,-7,-40,-4063
2812135249,0,2,-3,-12,18,-8,-4124
2812136249,0,-5,-2,-17,55,47,-4217
2812137249,0,-4,-8,-10,42,69,-4227
2812138249,0,3,-8,-14,42,63,-4291
2812139249,0,1,-3,-5,32,72,-4282
2812140249,0,2,-5,-8,29,40,-4247
2812141249,0,-2,-1,-6,33,27,-4229
2812142249,0,4,-5,-4,18,30,-4199
2812143249,0,1,-6,-2,13,29,-4150
2812144249,0,2,-8,-3,2,1,-4106
2812145249,0,2,-8,-2,-28,-7,-4034
2812146249,0,4,-8,-1,-13,-5,-4013
2812147249,0,1,-7,-4,-21,9,-4004
2812148249,0,6,-7,-4,-27,10,-4009
2812149249,0,-6,-5,-5,-11,-1,-4028
2812150249,0,1,-5,-4,3,17,-4018
2812151249,0,2,-11,-14,7,17,-4022
2812152249,0,4,-3,-8,41,22,-4000
2812153249,0,2,-5,-2,63,47,-4019
2812154249,0,6,-5,-7,76,36,-4016
2812155249,0,-1,0,-4,72,21,-4018
2812156249,0,7,-6,-4,49,32,-4019
2812157249,0,8,0,-6,39,41,-4004
2812158249,0,6,-5,-2,32,43,-4019
2812159249,0,6,-1,-5,34,57,-4019
2812160249,0,4,-1,-7,20,35,-4032
2812161249,0,5,-8,-9,9,61,-4041
2812162249,0,6,-1,-15,-1,41,-4044
2812163249,0,9,-4,-9,3,50,-4056
2812164249,0,3,-2,-6,-1,55,-4062
2812165249,0,1,2,-11,19,46,-4094
2812166249,0,1,-5,-8,10,67,-4110
2812167249,0,0,-2,-9,28,66,-4142
2812168249,0,6,-2,-12,-4,71,-4152
2812169249,0,9,-3,-7,1,70,-4148
2812170249,0,10,-4,-5,8,27,-4147
2812171249,0,1,-3,-3,-13,24,-4114
2812172249,0,-1,-5,-8,-2,19,-4101
2812173249,0,5,-1,-3,-4,16,-4101
2812174249,0,3,-3,-8,17,18,-4102
2812175249,0,6,-4,-3,18,3,-4096
2812176249,0,3,-4,-10,17,19,-4113
2812177249,0,4,-3,-5,19,13,-4087
2812178249,0,4,-1,-9,18,18,-4094
2812179249,0,-3,4,-6,41,-1,-4079
2812180249,0,5,-7,-9,34,3,-4098
2812181249,0,4,-6,-11,44,-10,-4096
2812182249,0,1,-1,-8,37,-9,-4098
2812183249,0,10,-4,-10,24,-29,-4091
2812184249,0,1,-2,-8,23,-4,-4090
2812185249,0,1,-2,-8,26,0,-4102
2812186249,0,7,-3,-6,-7,-2,-4085
2812187249,0,4,0,-4,35,6,-4103
2812188249,0,6,-5,-1,6,-11,-4107
2812189249,0,0,-2,-3,9,8,-4097
2812190249,0,-1,-5,-4,7,17,-4101
2812191249,0,7,-13,-11,21,16,-4100
2812192249,0,2,-2,-4,11,19,-4121
2812193249,0,6,-9,-9,11,22,-4129
2812194249,0,3,-5,-7,16,39,-4147
2812195249,0,4,-5,-9,4,22,-4128
2812196249,0,6,-1,-7,6,41,-4142
2812197249,0,5,-1,-6,3,45,-4133
2812198249,0,4,-2,-6,5,52,-4125
2812199249,0,6,-8,-4,9,45,-4110
2812200249,0,1,-6,-10,31,47,-4120
2812201249,0,5,-3,-9,6,38,-4109
2812202249,0,1,-7,-6,22,31,-4081
2812203249,0,5,0,-8,35,44,-4079
2812204249,0,7,-6,-7,20,48,-4068
2812205249,0,8,-4,-2,25,51,-4047
2812206249,0,-1,-5,-3,27,42,-4060
2812207249,0,3,-8,-5,20,53,-4048
2812208249,0,9,-3,-6,23,53,-4036
2812209249,0,5,-6,-3,29,44,-4044
2812210249,0,4,-8,-6,34,39,-4049
2812211249,0,-1,-2,-8,15,26,-4028
2812212249,0,6,-5,-10,17,30,-4042
2812213249,0,4,-11,-7,34,24,-4041
2812214249,0,0,-5,-5,12,36,-4054
2812215249,0,6,-3,-11,17,12,-4049
2812216249,0,7,3,-7,24,28,-4061
2812217249,0,4,-3,-9,28,12,-4051
2812218249,0,6,-1,-8,17,17,-4072
2812219249,0,4,1,-5,15,15,-4050
2812220249,0,7,-4,-11,18,15,-4069
2812221249,0,7,-1,-4,12,21,-4080
2812222249,0,4,-1,-4,4,11,-4109
2812223249,0,6,-5,-6,1,4,-4098
2812224249,0,7,-6,-4,16,7,-4084
2812225249,0,2,-5,-10,7,21,-4091
2812226249,0,4,-1,-8,14,11,-4123
2812227249,0,1,-1,-2,16,11,-4116
2812228249,0,5,-5,-4,26,23,-4119
2812229249,0,1,-8,-9,-2,26,-4129
2812230249,0,1,-5,-1,1,9,-4125
2812231249,0,4,-6,-9,-5,9,-4137
2812232249,0,5,-9,-6,11,17,-4118
2812233249,0,5,1,-7,15,26,-4127
2812234249,0,3,-4,-4,18,24,-4147
2812235249,0,3,-4,-4,21,13,-4120
2812236249,0,3,1,-4,14,23,-4128
2812237249,0,7,-3,-3,18,45,-4122
2812238249,0,4,-5,-5,29,24,-4110
2812239249,0,6,-7,-1,-1,17,-4120
2812240249,0,6,-2,-7,14,25,-4126
2812241249,0,8,-7,-8,3,28,-4121
2812242249,0,4,-11,-9,16,28,-4104
2812243249,0,7,-5,-8,5,27,-4117
2812244249,0,4,-2,-9,8,30,-4097
2812245249,0,8,-4,-8,13,21,-4114
2812246249,0,4,-4,-6,7,35,-4108
2812247249,0,5,-9,-12,6,46,-4103
2812248249,0,4,-3,-6,12,36,-4089
2812249249,0,7,-3,-1,35,44,-4084
2812250249,0,9,-6,-10,15,39,-4073
2812251249,0,2,-3,-9,10,41,-4065
2812252249,0,6,-7,-8,11,41,-4055
2812253249,0,4,-5,-7,19,21,-4062
2812254249,0,6,-6,-6,25,24,-4047
2812255249,0,8,-3,-3,17,25,-4047
2812256249,0,2,0,-4,21,35,-4054
2812257249,0,4,-1,-6,18,41,-4050
2812258249,0,2,-7,-5,24,27,-4065
2812259249,0,6,-2,-5,22,29,-4052
2812260249,0,7,-4,-8,20,26,-4068
2812261249,0,4,-8,-13,15,16,-4072
2812262249,0,3,-2,-6,14,7,-4084
2812263249,0,4,-3,-6,18,20,-4069
2812264249,0,6,-7,-8,30,26,-4084
2812265249,0,-3,-3,-7,24,15,-4080
2812266249,0,10,-7,-9,28,30,-4079
2812267249,0,1,-2,-11,11,12,-4087
2812268249,0,1,-3,-12,18,14,-4088
2812269249,0,2,-2,-6,20,18,-4095
2812270249,0,4,-5,-9,-1,22,-4108
2812271249,0,6,-6,-8,24,19,-4114
2812272249,0,4,1,-7,9,19,-4109
2812273249,0,9,-7,-8,15,29,-4116
2812274249,0,5,-5,-4,27,22,-4117
2812275249,0,4,-3,-8,17,32,-4110
2812276249,0,3,0,-3,11,6,-4115
2812277249,0,2,-9,-5,21,23,-4109
2812278249,0,1,0,-5,18,22,-4098
2812279249,0,6,-4,-7,24,27,-4097
2812280249,0,4,1,-7,18,37,-4112
2812281249,0,3,-8,-6,27,32,-4114
2812282249,0,6,-7,-9,21,32,-4112
2812283249,0,0,2,-2,8,26,-4080
2812284249,0,5,-3,-8,13,17,-4086
2812285249,0,1,-6,-5,19,24,-4092
2812286249,0,3,-3,-9,11,30,-4092
2812287249,0,5,-6,-5,10,16,-4092
2812288249,0,4,-4,-9,24,28,-4084
2812289249,0,1,-7,-8,21,29,-4091
2812290249,0,0,-8,-5,29,32,-4100
2812291249,0,-1,-1,-3,26,35,-4083
2812292249,0,4,-3,-9,21,22,-4093
2812293249,0,0,-6,-10,12,33,-4094
2812294249,0,4,-3,-10,22,23,-4077
2812295249,0,6,-9,-10,24,28,-4090
2812296249,0,4,-5,-10,24,26,-4089
2812297249,0,3,-5,-7,9,23,-4092
2812298249,0,10,-8,-11,23,19,-4091
2812299249,0,7,-4,-9,19,25,-4083
2812300249,0,6,-7,-4,5,18,-4078
2812301249,0,6,-10,-9,12,25,-4093
2812302249,0,5,-3,-11,9,21,-4089
2812303249,0,1,-5,-8,21,28,-4086
2812304249,0,1,3,1,19,24,-4070
2812305249,0,5,-1,-1,7,22,-4080
2812306249,0,6,-4,-4,16,28,-4073
2812307249,0,0,-5,-5,12,25,-4079
2812308249,0,4,-1,-7,15,23,-4066
2812309249,0,3,-4,-4,4,30,-4069
2812310249,0,-3,-1,-9,23,22,-4073
2812311249,0,1,-4,-10,17,19,-4091
2812312249,0,5,-3,-9,27,27,-4097
2812313249,0,6,-2,-10,10,20,-4093
2812314249,0,9,-6,-8,26,12,-4100
2812315249,0,2,-3,-10,9,22,-4084
2812316249,0,4,-4,-3,21,32,-4097
2812317249,0,1,-6,-6,19,30,-4095
2812318249,0,8,-7,-4,19,28,-4080
2812319249,0,7,-1,-6,15,8,-4103
2812320249,0,2,-6,-8,25,33,-4083
2812321249,0,7,-4,-7,13,29,-4082
2812322249,0,2,-6,-13,12,29,-4088
2812323249,0,5,-6,-6,0,29,-4097
2812324249,0,6,-5,-10,3,24,-4104
2812325249,0,5,-6,-5,24,11,-4107
2812326249,0,5,3,-7,23,37,-4122
2812327249,0,4,-3,-10,24,15,-4110
2812328249,0,2,-6,-7,13,22,-4108
2812329249,0,6,-3,-8,3,28,-4112
2812330249,0,-1,-10,-7,12,26,-4100
2812331249,0,1,-1,-7,16,29,-4130
2812332249,0,6,-5,-6,12,24,-4109
2812333249,0,2,-6,-4,10,22,-4117
2812334249,0,3,-6,-9,9,21,-4083
2812335249,0,8,-3,-10,23,30,-4103
2812336249,0,8,-7,-10,20,23,-4097
2812337249,0,2,-4,-5,25,16,-4090
2812338249,0,3,-8,-7,23,29,-4087
2812339249,0,7,-3,-2,22,14,-4095
2812340249,0,1,-3,-5,15,30,-4099
2812341249,0,3,-3,-10,29,25,-4081
2812342249,0,2,-5,-8,30,18,-4091
2812343249,0,4,-8,-4,20,18,-4097
2812344249,0,3,-2,-8,13,30,-4100
2812345249,0,-4,-5,-8,20,29,-4087
2812346249,0,8,-7,-12,6,18,-4088
2812347249,0,1,-1,-7,21,23,-4080
2812348249,0,8,-6,-6,33,26,-4085
2812349249,0,5,-4,-7,25,19,-4081
2812350249,0,4,-5,-3,32,31,-4079
2812351249,0,5,-5,-7,20,20,-4088
2812352249,0,2,-4,-6,21,34,-4072
2812353249,0,2,-1,-5,31,30,-4081
2812354249,0,8,-8,-7,25,33,-4079
2812355249,0,3,-2,-10,32,24,-4083
2812356249,0,0,-1,-8,12,33,-4087
2812357249,0,4,-1,-5,-5,24,-4087
2812358249,0,3,-4,-8,18,28,-4099
2812359249,0,2,-2,-7,15,29,-4086
2812360249,0,0,1,-6,19,32,-4103
2812361249,0,6,-2,-11,12,32,-4086
2812362249,0,7,-7,-5,15,27,-4104
2812363249,0,4,-5,-10,19,24,-4106
2812364249,0,7,-3,-7,-3,34,-4093
2812365249,0,4,-1,-10,7,42,-4109
2812366249,0,2,-1,-7,16,19,-4087
2812367249,0,6,3,-11,4,20,-4097
2812368249,0,7,-5,-5,7,27,-4100
2812369249,0,6,-2,-4,13,28,-4113
2812370249,0,8,-5,-6,28,25,-4113
2812371249,0,-2,-4,-5,20,30,-4091
2812372249,0,4,-3,-5,20,33,-4104
2812373249,0,8,-6,-7,9,14,-4097
2812374249,0,4,0,1,8,22,-4104
2812375249,0,4,-6,-9,11,33,-4107
2812376249,0,-1,0,-6,11,30,-4092
2812377249,0,3,-2,-5,14,23,-4091
2812378249,0,8,-5,-1,21,37,-4104
2812379249,0,1,-4,-6,21,41,-4091
2812380249,0,4,-3,-3,15,21,-4071
2812381249,0,-1,-6,-5,20,15,-4077
2812382249,0,0,-7,-9,12,35,-4084
2812383249,0,6,-2,-9,-7,27,-4100
2812384249,0,10,-6,-8,14,19,-4076
2812385249,0,3,-2,-7,23,22,-4098
2812386249,0,5,-8,-8,2,26,-4097
2812387249,0,-1,-7,-4,13,29,-4080
2812388249,0,-1,-2,-2,22,33,-4086
2812389249,0,1,-1,-5,18,28,-4072
2812390249,0,2,-1,-5,16,31,-4084
2812391249,0,2,-2,-8,27,32,-4093
2812392249,0,4,1,-9,21,21,-4094
2812393249,0,2,2,-5,19,27,-4084
2812394249,0,1,0,-7,9,36,-4086
2812395249,0,4,-5,-10,8,26,-4081
2812396249,0,6,-4,-10,8,20,-4095
2812397249,0,4,-8,-6,19,31,-4101
2812398249,0,0,-3,-2,26,26,-4080
2812399249,0,3,-7,-4,16,25,-4082
2812400249,0,9,-5,-5,15,31,-4090
2812401249,0,4,-4,-8,8,30,-4081
2812402249,0,0,-2,-4,18,36,-4097
2812403249,0,7,-2,-3,11,15,-4086
2812404249,0,-1,-4,-3,22,28,-4076
2812405249,0,8,1,-4,15,25,-4091
2812406249,0,0,-2,-10,25,15,-4086
2812407249,0,0,-8,-11,19,26,-4103
2812408249,0,0,-5,-4,23,28,-4104
2812409249,0,5,-8,-7,4,25,-4101
2812410249,0,3,-5,-8,25,37,-4094
2812411249,0,6,-3,-7,39,16,-4082
2812412249,0,4,-3,0,24,25,-4084
2812413249,0,6,-3,-4,13,25,-4091
2812414249,0,2,-3,-6,2,13,-4091
2812415249,0,1,-5,-6,1,23,-4102
2812416249,0,1,-3,-9,8,30,-4084
2812417249,0,7,-4,-7,9,33,-4093
2812418249,0,1,-3,-2,18,32,-4102
2812419249,0,1,-6,-4,25,20,-4094
2812420249,0,1,-2,-9,14,16,-4109
2812421249,0,4,-6,-7,36,21,-4103
2812422249,0,6,-2,-7,24,23,-4098
2812423249,0,7,-6,-11,12,17,-4106
2812424249,0,6,-1,-7,22,24,-4108
2812425249,0,3,2,-9,20,24,-4090
2812426249,0,11,-6,-4,13,35,-4105
2812427249,0,2,-6,-5,11,26,-4093
2812428249,0,2,-4,-5,12,12,-4106
2812429249,0,8,-5,-10,12,12,-4096
2812430249,0,-2,0,-5,26,16,-4088
2812431249,0,0,-3,-7,16,24,-4100
2812432249,0,3,-3,-5,29,24,-4110
2812433249,0,-2,-1,-8,11,29,-4089
2812434249,0,1,-2,-7,16,15,-4094
2812435249,0,1,-3,-6,17,12,-4100
2812436249,0,-1,-4,-11,15,25,-4100
2812437249,0,6,-7,-3,7,18,-4084
2812438249,0,4,-2,-9,10,37,-4084
2812439249,0,5,-2,-6,8,20,-4097
2812440249,0,9,-4,-5,26,24,-4080
2812441249,0,3,-5,-5,18,24,-4092
2812442249,0,8,-5,-8,20,15,-4072
2812443249,0,2,-4,-5,15,16,-4091
2812444249,0,4,-5,-12,14,36,-4086
2812445249,0,2,-12,-8,15,22,-4101
2812446249,0,0,-5,-5,12,40,-4082
2812447249,0,-3,3,-5,7,14,-4089
2812448249,0,6,-7,-10,9,27,-4093
2812449249,0,4,-9,-5,11,34,-4077
2812450249,0,-2,-1,-6,21,24,-4092
2812451249,0,8,-6,-7,17,25,-4081
2812452249,0,3,0,-5,5,27,-4087
2812453249,0,7,-6,-10,34,32,-4094
2812454249,0,0,-3,-4,15,22,-4070
2812455249,0,-2,-3,-6,25,22,-4076
2812456249,0,-1,0,-7,14,32,-4076
2812457249,0,6,-3,-8,30,34,-4085
2812458249,0,10,-8,-8,12,36,-4095
2812459249,0,0,-7,-4,14,28,-4087
2812460249,0,0,2,-8,28,27,-4079
2812461249,0,0,-2,-6,24,23,-4085
2812462249,0,1,-7,-12,19,28,-4076
2812463250,0,1,-7,-6,5,25,-4099
2812464251,0,0,-2,-6,10,22,-4085
2812465249,0,9,1,-7,7,28,-4100
2812466249,0,2,-5,-5,24,20,-4085
2812467249,0,7,-10,-5,21,27,-4091
2812468249,0,5,1,-2,5,20,-4102
2812469249,0,6,-4,-5,25,12,-4098
2812470249,0,7,-7,-10,10,24,-4092
2812471249,0,3,-6,-8,14,29,-4096
2812472249,0,5,-4,-8,31,20,-4101
2812473249,0,1,-2,-8,26,15,-4084
2812474249,0,5,-11,-8,12,27,-4089
2812475249,0,-4,1,-4,9,38,-4101
2812476249,0,3,-2,-3,11,25,-4093
2812477249,0,4,-6,-5,31,25,-4093
2812478249,0,4,-1,-2,21,28,-4086
2812479249,0,2,1,-4,25,29,-4096
2812480249,0,4,-5,-6,11,18,-4094
2812481249,0,-2,3,-9,6,31,-4088
2812482249,0,3,-3,-9,20,23,-4101
2812483249,0,2,0,-8,0,13,-4102
2812484249,0,0,1,-7,4,17,-4101
2812485249,0,-1,-4,-4,25,28,-4094
2812486249,0,5,-4,-5,-4,25,-4089
2812487249,0,7,-3,-9,18,37,-4091
2812488249,0,0,-1,-7,11,24,-4084
2812489249,0,2,3,-2,25,27,-4081
2812490249,0,4,-5,-9,21,15,-4059
2812491249,0,-2,-9,-8,10,29,-4079
2812492249,0,3,-9,-8,4,19,-4084
2812493249,0,3,-6,-7,17,12,-4090
2812494249,0,0,0,-8,18,16,-4088
2812495249,0,7,-8,-9,14,17,-4084
2812496249,0,5,-4,-4,19,25,-4084
2812497249,0,2,-1,-6,27,22,-4084
2812498249,0,-2,-5,-7,12,31,-4086
2812499249,0,9,-6,-12,8,33,-4097
2812500249,0,2,-5,-2,14,27,-4077
2812501249,0,8,-4,-8,15,21,-4085
2812502249,0,2,-2,-8,21,18,-4082
2812503249,0,1,0,-9,13,26,-4082
2812504249,0,0,-2,-6,9,22,-4094
2812505249,0,4,-6,-5,15,35,-4091
2812506249,0,-1,-6,-8,20,26,-4081
2812507249,0,8,-5,-3,32,32,-4085
2812508249,0,3,-2,-5,13,29,-4092
2812509249,0,6,-6,-3,10,33,-4098
2812510249,0,9,-8,-9,22,35,-4085
2812511249,0,4,-7,-9,19,28,-4099
2812512249,0,8,-6,-6,18,28,-4097
2812513249,0,3,-1,-4,23,16,-4095
2812514249,0,4,-6,-7,12,30,-4092
2812515249,0,8,-3,-9,17,34,-4075
2812516249,0,-1,0,-2,13,14,-4089
2812517249,0,5,-7,-7,12,18,-4091
2812518249,0,2,-4,-1,20,27,-4075
2812519249,0,-1,-5,-9,11,22,-4081
2812520249,0,1,-2,-6,12,22,-4088
2812521249,0,-1,0,-8,17,20,-4067
2812522249,0,6,-5,-10,22,38,-4084
2812523249,0,5,-6,-4,20,20,-4090
2812524249,0,6,-11,-6,26,16,-4088
2812525249,0,4,-4,-6,10,31,-4095
2812526249,0,5,-4,-6,30,22,-4082
2812527249,0,-3,-6,-3,15,22,-4097
2812528249,0,8,-7,-3,9,27,-4076
2812529249,0,8,-5,-9,8,23,-4085
2812530249,0,1,-3,-7,16,13,-4078
2812531249,0,7,-4,-4,13,14,-4102
2812532249,0,10,-4,-8,5,20,-4080
2812533249,0,6,-2,-4,28,31,-4088
2812534249,0,1,-8,-11,12,37,-4085
2812535249,0,10,-6,-7,9,18,-4085
2812536249,0,3,-5,-9,17,18,-4088
2812537249,0,1,-4,-6,13,34,-4074
2812538249,0,4,-3,-4,20,27,-4092
2812539249,0,2,-10,-6,21,19,-4099
2812540249,0,1,-3,-6,31,15,-4103
2812541249,0,6,-7,-11,14,30,-4085
2812542249,0,8,-7,-9,14,27,-4094
2812543249,0,4,2,-7,9,30,-4083
2812544249,0,11,-11,-9,3,32,-4098
2812545249,0,8,-5,-8,5,29,-4099
2812546249,0,6,-3,-9,12,39,-4093
2812547249,0,-1,-7,-10,8,33,-4097
2812548249,0,3,0,-7,25,38,-4094
2812549249,0,1,-6,-9,3,26,-4087
2812550249,0,1,-5,-1,-2,14,-4074
2812551249,0,3,-8,-11,8,30,-4110
2812552249,0,5,-6,-2,19,19,-4098
2812553249,0,4,-1,-11,25,30,-4080
2812554249,0,9,-6,-7,23,18,-4092
2812555249,0,7,-8,-5,17,25,-4108
2812556249,0,4,-6,-6,-1,24,-4098
2812557249,0,2,-6,-2,12,27,-4071
2812558249,0,5,-7,-7,16,32,-4092
2812559249,0,11,-4,-5,22,21,-4077
2812560249,0,6,-5,-7,31,29,-4084
2812561249,0,7,-2,-9,15,22,-4089
2812562249,0,5,-4,-6,13,23,-4089
2812563249,0,9,-9,-11,17,15,-4088
2812564249,0,4,0,-6,13,28,-4079
2812565249,0,5,-6,-3,9,16,-4100
2812566249,0,0,0,-11,10,25,-4098
2812567249,0,5,-4,-6,18,22,-4081
2812568249,0,3,-10,-12,14,18,-4095
2812569249,0,8,-4,-6,4,23,-4095
2812570249,0,4,-1,-6,8,22,-4087
2812571249,0,6,-4,-6,27,27,-4084
2812572249,0,4,-5,-9,27,29,-4107
2812573249,0,5,-7,-10,12,4,-4088
2812574249,0,5,-2,-3,19,6,-4087
2812575249,0,3,-2,-7,18,24,-4097
2812576249,0,5,-8,-8,21,32,-4074
2812577249,0,2,-8,-11,8,31,-4092
2812578249,0,1,-5,-10,16,29,-4100
2812579249,0,3,-5,-4,6,15,-4088
2812580249,0,3,-5,-12,11,21,-4086
2812581249,0,5,-8,-6,9,30,-4096
2812582249,0,10,-5,-5,15,30,-4106
2812583249,0,6,2,-8,15,17,-4110
2812584249,0,8,-6,-7,11,26,-4103
2812585249,0,4,5,-6,19,32,-4103
2812586249,0,6,-4,-4,1,19,-4083
2812587249,0,6,-3,-1,25,19,-4086
2812588249,0,4,-5,-3,23,30,-4087
2812589249,0,1,3,-8,1,14,-4103
2812590249,0,5,-4,-1,23,15,-4090
2812591249,0,1,-2,-2,15,35,-4098
2812592249,0,6,-7,-9,19,35,-4097
2812593249,0,-1,-4,-10,17,24,-4100
2812594249,0,-1,-1,-7,8,14,-4094
2812595249,0,3,-4,-7,25,24,-4100
2812596249,0,4,-2,-8,25,14,-4087
2812597249,0,4,-5,-6,10,32,-4085
2812598249,0,3,-6,-8,11,27,-4092
2812599249,0,2,-1,-8,11,42,-4088
2812600249,0,4,-4,-7,7,28,-4074
2812601249,0,3,-8,-8,5,30,-4084
2812602249,0,4,-2,-5,16,16,-4091
2812603249,0,6,-5,-9,14,24,-4074
2812604249,0,1,-5,-8,24,30,-4079
2812605249,0,4,-4,-8,10,42,-4081
2812606249,0,6,-5,-10,19,22,-4082
2812607249,0,6,-3,-4,4,14,-4082
2812608249,0,1,-7,-6,5,24,-4096
2812609249,0,-1,1,-9,21,18,-4081
2812610249,0,1,-4,-4,31,28,-4076
2812611249,0,4,1,-5,15,31,-4105
2812612249,0,2,-3,-6,13,25,-4107
2812613249,0,4,-7,-7,12,25,-4085
2812614249,0,6,-6,-7,13,42,-4088
2812615249,0,-3,-2,-5,32,24,-4093
2812616249,0,3,-4,-5,27,21,-4095
2812617249,0,6,-4,-8,19,34,-4086
2812618249,0,6,-3,-12,3,25,-4104
2812619249,0,5,-6,-6,10,12,-4099
2812620249,0,5,-5,-3,20,20,-4081
2812621249,0,1,-1,-5,19,25,-4082
2812622249,0,4,-5,-5,13,29,-4090
2812623249,0,1,-8,-8,9,19,-4087
2812624249,0,10,-9,-8,5,27,-4063
2812625249,0,3,2,-6,27,16,-4069
2812626249,0,5,0,-4,15,47,-4063
2812627249,0,8,-7,-6,27,21,-4080
2812628249,0,-3,-2,-6,20,28,-4074
2812629249,0,1,0,-4,20,18,-4065
2812630249,0,5,-6,-10,11,35,-4070
2812631249,0,3,0,-6,9,30,-4094
2812632249,0,8,-6,-9,21,20,-4108
2812633249,0,-3,-3,-11,12,13,-4109
2812634249,0,1,-7,-9,5,31,-4119
2812635249,0,-1,-5,-10,13,24,-4128
2812636249,0,3,-3,-10,25,15,-4137
2812637249,0,4,-6,-12,18,26,-4154
2812638249,0,6,-2,-10,-6,13,-4134
2812639249,0,0,6,-3,15,23,-4137
2812640249,0,1,-4,-3,5,24,-4130
2812641249,0,8,-5,-12,17,14,-4131
2812642249,0,2,-3,-7,17,17,-4133
2812643249,0,4,-5,-3,14,24,-4132
2812644249,0,2,0,-8,23,22,-4136
2812645249,0,4,-7,-8,17,13,-4125
2812646249,0,8,-8,-8,10,22,-4135
2812647249,0,6,-4,-12,19,14,-4131
2812648249,0,5,2,-6,14,32,-4111
2812649249,0,1,-7,-4,17,15,-4110
2812650249,0,3,-4,-5,15,35,-4095
2812651249,0,8,-5,-9,10,14,-4092
2812652249,0,2,-4,-4,3,9,-4086
2812653249,0,4,-5,-6,18,18,-4078
2812654249,0,6,-9,-9,14,17,-4061
2812655249,0,5,-3,-3,18,24,-4065
2812656249,0,2,-7,-3,10,32,-4059
2812657249,0,7,-5,-9,26,40,-4052
2812658249,0,2,-5,-6,25,29,-4056
2812659249,0,4,-8,-9,34,26,-4057
2812660249,0,3,-1,-8,25,38,-4052
2812661249,0,10,-2,-9,27,20,-4060
2812662249,0,6,-7,-10,28,26,-4066
2812663249,0,8,-3,-5,27,34,-4060
2812664249,0,4,-6,-4,23,29,-4066
2812665249,0,8,-5,-11,17,35,-4054
2812666249,0,1,-1,-4,19,39,-4072
2812667249,0,6,-7,-8,11,24,-4077
2812668249,0,5,-4,-4,23,30,-4086
2812669249,0,4,-2,-2,12,40,-4080
2812670249,0,4,0,-3,12,29,-4077
2812671249,0,4,-2,-5,11,47,-4074
2812672249,0,4,-8,-6,20,29,-4078
2812673249,0,0,-6,-5,22,29,-4080
2812674249,0,0,-6,-3,15,29,-4088
2812675249,0,0,-1,-9,9,31,-4095
2812676249,0,1,-2,-8,21,38,-4093
2812677249,0,2,-7,-9,3,22,-4097
2812678249,0,5,-4,-7,13,18,-4110
2812679249,0,3,-3,-12,13,31,-4114
2812680249,0,6,-3,-7,14,21,-4106
2812681249,0,2,-2,-5,11,17,-4105
2812682249,0,1,3,-5,9,28,-4092
2812683249,0,10,-7,-8,3,21,-4112
2812684249,0,5,-6,-5,15,13,-4104
2812685249,0,3,-5,-9,25,24,-4113
2812686249,0,8,-2,-8,23,20,-4117
2812687249,0,-1,3,-8,11,9,-4112
2812688249,0,6,-5,-8,27,29,-4091
2812689249,0,-1,0,-5,23,-1,-4087
2812690249,0,0,-2,-3,29,17,-4095
2812691249,0,7,-7,-8,18,14,-4097
2812692249,0,1,-8,-11,5,20,-4112
2812693249,0,4,-5,-10,15,23,-4085
2812694249,0,7,-7,-12,19,11,-4095
2812695249,0,1,0,-5,21,18,-4099
2812696249,0,12,-5,-6,17,30,-4078
2812697249,0,0,-4,-3,24,13,-4082
2812698249,0,3,-2,-4,24,20,-4105
2812699249,0,4,-3,-7,10,12,-4087
2812700249,0,7,-2,-6,19,49,-4092
2812701249,0,7,-7,-7,14,29,-4100
2812702249,0,3,-6,-6,15,36,-4092
2812703249,0,2,-1,-6,23,26,-4098
2812704249,0,5,-4,-2,30,23,-4096
2812705249,0,2,-3,-4,20,41,-4089
2812706249,0,-2,-4,-2,17,33,-4101
