candidate,level,precision,recall,f1,localization_recall,wrong_class_rate,map50,map50_95,ap50_95/robot,ap50_95/house_bot,ap50_95/mr_stabs_mk2,ap50_95/mrs_buff_mk3,ap50_95/opponent
deployed,agnostic,0.8663729809104258,0.5835806132542037,0.6973995271867612,0.5835806132542037,0.0,0.5623153448104858,0.23410922288894653,0.23410922288894653,,,,
deployed,archetype,0.775330396475771,0.5222551928783383,0.624113475177305,0.5835806132542037,0.10508474576271186,0.5426846742630005,0.24403972923755646,,0.4071926176548004,-1.0,0.21274790167808533,0.11217868328094482
deployed,instance,0.775330396475771,0.5222551928783383,0.624113475177305,0.5835806132542037,0.10508474576271186,0.5426846742630005,0.24403972923755646,,0.4071926176548004,-1.0,0.21274790167808533,0.11217868328094482
